,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
120_0.5_0.25-1,7200.075567960739,44.036721755281704,1822,1019.6509296187232,40868,15918794,time limit exceeded
120_0.5_0.25-2,7200.064279079437,45.960440399045346,1593,860.8501844431617,34125,12878106,time limit exceeded
120_0.5_0.25-3,7200.041707992554,37.6309042306724,1812,1130.1280153401785,41301,12049121,time limit exceeded
120_0.5_0.25-4,7200.063345909119,34.87698507156291,1518,988.5673666136402,38681,16586931,time limit exceeded
120_0.5_0.5-0,7200.053494930267,31.07038862934475,1666,1148.3673254350854,44194,12399800,time limit exceeded
120_0.5_0.5-1,7200.075210094452,40.126397958815744,1871,1120.2350941905172,12253,8310397,time limit exceeded
120_0.5_0.5-2,7201.270459890366,35.48134391218193,1586,1023.2658855527591,55619,9886015,time limit exceeded
120_0.5_0.5-3,7200.773955106735,41.09172902297589,2074,1221.757540063439,69552,14526963,time limit exceeded
120_0.5_0.5-4,,,,,,,
120_0.5_0.75-0,7200.108204126358,9.515020746607354,1696,1534.6252481375298,126949,26375951,time limit exceeded
120_0.5_0.75-1,7200.1464331150055,2.0925089485041575,2215,2168.650926790631,201562,25206254,time limit exceeded
120_0.5_0.75-2,,,,,,,
120_0.5_0.75-3,7200.107846021652,16.368406188785865,1758,1470.243419201128,77628,22365465,time limit exceeded
120_0.5_0.75-4,,,,,,,
120_0.75_0.25-0,,,,,,,
120_0.75_0.25-1,,,,,,,
120_0.75_0.25-2,7200.03505396843,38.768200987500386,1613,987.66891807158,44420,13224935,time limit exceeded
120_0.75_0.25-3,,,,,,,
120_0.75_0.25-4,,,,,,,
120_0.75_0.5-0,7200.113965988159,35.22762712485245,1478,957.3356710946456,23563,8479776,time limit exceeded
120_0.75_0.5-1,,,,,,,
120_0.75_0.5-2,7200.083098888397,26.04996027077725,2295,1697.153411785636,77567,13985724,time limit exceeded
120_0.75_0.5-3,,,,,,,
120_0.75_0.5-4,7200.0612449646,54.88486833446049,2143,966.8172715924568,34143,13146195,time limit exceeded
120_0.75_0.75-0,7200.210864067078,8.949176402058196,1854,1688.082269505832,215218,21562761,time limit exceeded
120_0.75_0.75-1,7200.173612833023,22.35894318348534,1711,1328.4384821305434,68376,13630037,time limit exceeded
120_0.75_0.75-2,7200.096213102341,40.537625575285475,2263,1345.6335332312492,52674,15228862,time limit exceeded
120_0.75_0.75-3,7200.063249826431,27.38949156380757,2114,1534.9861483410805,108200,15836704,time limit exceeded
120_0.75_0.75-4,7200.408015012741,42.49853670521624,1847,1062.0520270546135,24774,8694560,time limit exceeded
