,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
120_0.5_4-0,0.7015318870544434,0.0,502,502.0,0,1842,integer optimal solution
120_0.5_4-1,194.89924907684326,0.0,551,551.0,450460,4682407,integer optimal solution
120_0.5_4-2,0.72713303565979,0.0,684,684.0,0,1741,integer optimal solution
120_0.5_4-3,15.213522911071777,0.0,667,667.0,83891,748629,integer optimal solution
120_0.5_4-4,1.1684458255767822,0.0,535,535.0,1001,10566,integer optimal solution
120_0.5_8-0,0.4159739017486572,0.0,682,682.0,0,1108,integer optimal solution
120_0.5_8-1,3.5203170776367188,0.0,594,594.0,4776,79967,integer optimal solution
120_0.5_8-2,0.6262819766998291,0.0,575,575.0,0,1064,integer optimal solution
120_0.5_8-3,0.6178140640258789,0.0,652,652.0,0,1131,integer optimal solution
120_0.5_8-4,0.6302838325500488,0.0,519,519.0,0,1218,integer optimal solution
120_0.75_2-0,0.7431120872497559,0.0,401,401.0,0,3381,integer optimal solution
120_0.75_2-1,3.454108953475952,0.0,355,355.0,2349,24243,integer optimal solution
120_0.75_2-2,93.36732292175293,0.0,415,415.0,329147,3259166,integer optimal solution
120_0.75_2-3,0.538032054901123,0.0,373,373.0,0,3003,integer optimal solution
120_0.75_2-4,2.062364101409912,0.0,394,394.0,0,3228,integer optimal solution
120_0.75_4-0,1.2132039070129395,0.0,431,431.0,0,1853,integer optimal solution
120_0.75_4-1,1.562736988067627,0.0,369,369.0,5633,43791,integer optimal solution
120_0.75_4-2,0.8886380195617676,0.0,346,346.0,0,1897,integer optimal solution
120_0.75_4-3,1.3941090106964111,0.0,474,474.0000000000015,0,2419,integer optimal solution
120_0.75_4-4,2.655888080596924,0.0,480,480.0,1693,17399,integer optimal solution
120_0.75_8-0,0.709568977355957,0.0,358,358.0,0,1214,integer optimal solution
120_0.75_8-1,0.9725489616394043,0.0,384,384.0,0,1335,integer optimal solution
120_0.75_8-2,114.17820119857788,0.0,427,427.0,439916,3961973,integer optimal solution
120_0.75_8-3,0.5153770446777344,0.0,437,437.0,0,1252,integer optimal solution
120_0.75_8-4,2.4467411041259766,0.0,418,418.0,951,13861,integer optimal solution
150_0.25_2-0,1.1091091632843018,0.0,1139,1139.0,611,11587,integer optimal solution
150_0.25_2-1,0.565000057220459,0.0,1024,1024.0,0,1795,integer optimal solution
150_0.25_2-2,0.5877599716186523,0.0,1178,1178.0,0,1942,integer optimal solution
150_0.25_2-3,0.5985779762268066,0.0,1101,1101.0,0,1680,integer optimal solution
150_0.25_2-4,0.5409219264984131,0.0,1085,1085.0,0,1998,integer optimal solution
150_0.25_4-0,0.3579990863800049,0.0,1034,1034.0,0,1279,integer optimal solution
150_0.25_4-1,1.1291120052337646,0.0,1014,1014.0,2230,29447,integer optimal solution
150_0.25_4-2,0.8870298862457275,0.0,1190,1190.0,0,1570,integer optimal solution
150_0.25_4-3,0.780026912689209,0.0,1055,1055.0,280,5488,integer optimal solution
150_0.25_4-4,0.46181607246398926,0.0,993,993.0,0,1427,integer optimal solution
150_0.25_8-0,0.5377628803253174,0.0,1134,1134.0,0,1299,integer optimal solution
150_0.25_8-1,0.48630690574645996,0.0,1151,1151.0,0,1058,integer optimal solution
150_0.25_8-2,0.4542238712310791,0.0,1154,1154.0,0,974,integer optimal solution
150_0.25_8-3,0.5346980094909668,0.0,1048,1048.0,156,2573,integer optimal solution
150_0.25_8-4,3.2808549404144287,0.0,1222,1222.0,5859,75994,integer optimal solution
150_0.5_2-0,1.9853718280792236,0.0,604,604.0,1836,20226,integer optimal solution
150_0.5_2-1,1.7619609832763672,0.0,585,585.0,0,3761,integer optimal solution
150_0.5_2-2,128.07060599327087,0.0,597,597.0,310962,3071879,integer optimal solution
150_0.5_2-3,0.5007109642028809,0.0,594,594.0,0,3464,integer optimal solution
150_0.5_2-4,2.234950065612793,0.0,678,678.0,2845,29330,integer optimal solution
150_0.5_4-0,5.132102012634277,0.0,600,600.0,6246,69541,integer optimal solution
150_0.5_4-1,1.2113690376281738,0.0,721,721.0,0,2137,integer optimal solution
150_0.5_4-2,0.61444091796875,0.0,660,660.0,0,1889,integer optimal solution
150_0.5_4-3,0.6375789642333984,0.0,588,588.0,0,1963,integer optimal solution
150_0.5_4-4,12.01930284500122,0.0,697,697.0,76396,626038,integer optimal solution
150_0.5_8-0,2.048017978668213,0.0,605,605.0,322,5217,integer optimal solution
150_0.5_8-1,1.2813799381256104,0.0,652,652.0,1054,11774,integer optimal solution
150_0.5_8-2,0.6071619987487793,0.0,585,585.0,0,1193,integer optimal solution
150_0.5_8-3,1.199146032333374,0.0,575,575.0,0,1870,integer optimal solution
150_0.5_8-4,85.57846021652222,0.0,608,608.0,258682,2274986,integer optimal solution
150_0.75_2-0,3.0263278484344482,0.0,383,383.0,2578,29844,integer optimal solution
150_0.75_2-1,2.429172992706299,0.0,439,439.0,0,5231,integer optimal solution
150_0.75_2-2,0.9631059169769287,0.0,368,368.0,0,4541,integer optimal solution
150_0.75_2-3,3.0660030841827393,0.0,390,390.0,0,4673,integer optimal solution
150_0.75_2-4,29.426854133605957,0.0,385,385.0,144983,1442452,integer optimal solution
150_0.75_4-0,21.930145978927612,0.0,336,336.0,31791,248460,integer optimal solution
150_0.75_4-1,1.159627914428711,0.0,382,382.0,0,2908,integer optimal solution
150_0.75_4-2,0.9432737827301025,0.0,431,431.0,0,2964,integer optimal solution
150_0.75_4-3,3.7735941410064697,0.0,390,390.0,716,12710,integer optimal solution
150_0.75_4-4,17.68474793434143,0.0,386,386.0,5151,83254,integer optimal solution
150_0.75_8-0,1.912325143814087,0.0,385,385.0,124,3373,integer optimal solution
150_0.75_8-1,2.2747111320495605,0.0,372,372.0,330,4753,integer optimal solution
150_0.75_8-2,1.3368749618530273,0.0,335,335.0,0,1688,integer optimal solution
150_0.75_8-3,0.9994320869445801,0.0,421,421.0,0,1621,integer optimal solution
150_0.75_8-4,2.035620927810669,0.0,323,323.0,0,1866,integer optimal solution
