,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
30_0.5_0.75-2,0.7642519474029541,0.0,319,319.0,2360,27836,integer optimal solution
30_0.5_0.75-3,0.23962092399597168,0.0,316,316.0,0,736,integer optimal solution
30_0.5_0.75-4,0.5851237773895264,0.0,321,321.0,4910,40544,integer optimal solution
30_0.75_0.25-0,0.09766101837158203,0.0,225,225.0,0,249,integer optimal solution
30_0.75_0.25-1,0.17161297798156738,0.0,219,219.0,231,1813,integer optimal solution
30_0.75_0.25-2,0.8560309410095215,0.0,219,219.0,4439,49319,integer optimal solution
30_0.75_0.25-3,0.09627103805541992,0.0,218,218.0,0,254,integer optimal solution
30_0.75_0.25-4,0.15408706665039062,0.0,249,249.0,0,413,integer optimal solution
30_0.75_0.5-0,0.14113879203796387,0.0,215,215.0,0,272,integer optimal solution
30_0.75_0.5-1,0.1646289825439453,0.0,170,170.0,0,335,integer optimal solution
30_0.75_0.5-2,0.2866520881652832,0.0,234,234.0,0,923,integer optimal solution
30_0.75_0.5-3,0.3158869743347168,0.0,258,258.0,0,796,integer optimal solution
30_0.75_0.5-4,0.141801118850708,0.0,187,187.0,0,236,integer optimal solution
30_0.75_0.75-0,0.3076310157775879,0.0,233,233.0,455,4562,integer optimal solution
30_0.75_0.75-1,0.2069408893585205,0.0,195,195.0,0,274,integer optimal solution
30_0.75_0.75-2,0.23732399940490723,0.0,207,207.0,0,268,integer optimal solution
30_0.75_0.75-3,0.245711088180542,0.0,254,254.0,0,305,integer optimal solution
30_0.75_0.75-4,0.24864697456359863,0.0,260,260.0,0,348,integer optimal solution
60_0.25_0.25-0,1.4054570198059082,0.0,649,649.0,6589,89422,integer optimal solution
60_0.25_0.25-1,0.8248519897460938,0.0,646,646.0,0,2642,integer optimal solution
60_0.25_0.25-2,0.3253169059753418,0.0,639,639.0,0,1187,integer optimal solution
60_0.25_0.25-3,1.0635850429534912,0.0,580,580.0,1940,56509,integer optimal solution
60_0.25_0.25-4,0.35544681549072266,0.0,475,475.0,0,1174,integer optimal solution
60_0.25_0.5-0,3.5278050899505615,0.0,606,606.0,3571,85010,integer optimal solution
60_0.25_0.5-1,5.949495077133179,0.0,606,606.0,2792,209084,integer optimal solution
60_0.25_0.5-2,0.402191162109375,0.0,628,628.0,0,659,integer optimal solution
60_0.25_0.5-3,5.853477954864502,0.0,665,664.9999999999995,5303,253185,integer optimal solution
60_0.25_0.5-4,0.7060039043426514,0.0,553,553.0,304,2936,integer optimal solution
60_0.25_0.75-0,1.8538410663604736,0.0,587,587.0000000000001,854,21396,integer optimal solution
60_0.25_0.75-1,1.077453851699829,0.0,506,506.0,0,1790,integer optimal solution
60_0.25_0.75-2,6.284503936767578,0.0,551,551.0,3422,150156,integer optimal solution
60_0.25_0.75-3,1.6246910095214844,0.0,513,513.0,2767,43238,integer optimal solution
60_0.25_0.75-4,0.6916170120239258,0.0,583,583.0,0,770,integer optimal solution
60_0.5_0.25-0,0.5094239711761475,0.0,319,319.0,0,970,integer optimal solution
60_0.5_0.25-1,2.140774965286255,0.0,287,287.0,6757,90243,integer optimal solution
60_0.5_0.25-2,0.7717690467834473,0.0,273,273.0,290,4309,integer optimal solution
60_0.5_0.25-3,0.498870849609375,0.0,276,276.0,0,633,integer optimal solution
60_0.5_0.25-4,0.5971770286560059,0.0,361,361.0,0,938,integer optimal solution
60_0.5_0.5-0,1.6004810333251953,0.0,334,334.0,546,3882,integer optimal solution
60_0.5_0.5-1,1.0570571422576904,0.0,444,444.0,0,808,integer optimal solution
60_0.5_0.5-2,6.6501688957214355,0.0,336,336.0,6801,119729,integer optimal solution
60_0.5_0.5-3,0.9809560775756836,0.0,406,406.0,0,909,integer optimal solution
60_0.5_0.5-4,5.016263961791992,0.0,400,400.0,6209,87783,integer optimal solution
60_0.5_0.75-0,1.6040329933166504,0.0,324,324.0,0,1036,integer optimal solution
60_0.5_0.75-1,1.133545160293579,0.0,370,370.0,0,701,integer optimal solution
60_0.5_0.75-2,1.5172820091247559,0.0,288,288.0,0,1180,integer optimal solution
60_0.5_0.75-3,1.3774259090423584,0.0,427,427.0,0,733,integer optimal solution
60_0.5_0.75-4,3.0010290145874023,0.0,319,319.0,6599,53378,integer optimal solution
60_0.75_0.25-0,2.9967381954193115,0.0,241,241.00000000000006,5124,64541,integer optimal solution
60_0.75_0.25-1,1.296558141708374,0.0,250,250.0,0,1039,integer optimal solution
60_0.75_0.25-2,1.4434700012207031,0.0,277,277.0,0,1508,integer optimal solution
60_0.75_0.25-3,1.086988925933838,0.0,246,246.0,0,955,integer optimal solution
60_0.75_0.25-4,1.3479669094085693,0.0,250,250.0,1200,10960,integer optimal solution
60_0.75_0.5-0,1.7095890045166016,0.0,266,266.0,0,851,integer optimal solution
60_0.75_0.5-1,2.243726968765259,0.0,181,181.0,0,1457,integer optimal solution
60_0.75_0.5-2,1.9022290706634521,0.0,168,168.0,267,4107,integer optimal solution
60_0.75_0.5-3,2.2467880249023438,0.0,236,236.0,0,928,integer optimal solution
60_0.75_0.5-4,1.9035780429840088,0.0,232,232.0,0,962,integer optimal solution
60_0.75_0.75-0,3.186492919921875,0.0,233,233.0,0,1130,integer optimal solution
60_0.75_0.75-1,3.347609043121338,0.0,275,275.0,0,1298,integer optimal solution
60_0.75_0.75-2,3.7946009635925293,0.0,306,306.0,0,1177,integer optimal solution
60_0.75_0.75-3,5.239078998565674,0.0,203,203.0,14391,126190,integer optimal solution
60_0.75_0.75-4,4.132619857788086,0.0,288,288.0,0,1448,integer optimal solution
90_0.25_0.25-0,1.2717950344085693,0.0,750,750.0,0,2447,integer optimal solution
90_0.25_0.25-1,6.205471038818359,0.0,733,733.0,6618,205185,integer optimal solution
90_0.25_0.25-2,7.56683611869812,0.0,660,660.0,8131,257726,integer optimal solution
90_0.25_0.25-3,2.191991090774536,0.0,698,698.0,0,3006,integer optimal solution
90_0.25_0.25-4,1.244251012802124,0.0,666,666.0,788,10573,integer optimal solution
90_0.25_0.5-0,3.285367965698242,0.0,707,707.0,0,3965,integer optimal solution
90_0.25_0.5-1,1.9325549602508545,0.0,630,630.0,0,1488,integer optimal solution
90_0.25_0.5-2,3.3111588954925537,0.0,778,778.0,1281,17954,integer optimal solution
90_0.25_0.5-3,3.531373977661133,0.0,675,675.0,506,19351,integer optimal solution
90_0.25_0.5-4,4.596127033233643,0.0,713,713.0,84,6402,integer optimal solution
90_0.25_0.75-0,4.011332988739014,0.0,713,713.0,832,11616,integer optimal solution
90_0.25_0.75-1,4.098820924758911,0.0,709,709.0,0,3946,integer optimal solution
90_0.25_0.75-2,2.4556689262390137,0.0,814,814.0,0,1831,integer optimal solution
90_0.25_0.75-3,5.9698262214660645,0.0,695,695.0,3280,87057,integer optimal solution
90_0.25_0.75-4,2.555169105529785,0.0,513,513.0,0,1436,integer optimal solution
90_0.5_0.25-0,13.578001976013184,0.0,378,378.0,24340,234852,integer optimal solution
90_0.5_0.25-1,3.7194619178771973,0.0,337,337.0,640,7909,integer optimal solution
90_0.5_0.25-2,2.6732189655303955,0.0,361,361.0,0,1689,integer optimal solution
90_0.5_0.25-3,3.174036979675293,0.0,296,296.0,0,2135,integer optimal solution
90_0.5_0.25-4,3.2004361152648926,0.0,344,344.0,0,1679,integer optimal solution
90_0.5_0.5-0,7.16108512878418,0.0,326,326.0,1933,16548,integer optimal solution
90_0.5_0.5-1,7.707659006118774,0.0,409,409.0,9498,92478,integer optimal solution
90_0.5_0.5-2,5.862497091293335,0.0,263,263.0,0,1979,integer optimal solution
90_0.5_0.5-3,5.556640148162842,0.0,287,287.0,0,1431,integer optimal solution
90_0.5_0.5-4,6.188663959503174,0.0,369,369.0,0,2360,integer optimal solution
90_0.5_0.75-0,11.338743925094604,0.0,366,366.0,0,3072,integer optimal solution
90_0.5_0.75-1,9.170889139175415,0.0,303,303.0,0,1819,integer optimal solution
90_0.5_0.75-2,8.159698009490967,0.0,333,333.0,0,1644,integer optimal solution
90_0.5_0.75-3,10.621993064880371,0.0,388,388.0,1508,13463,integer optimal solution
90_0.5_0.75-4,42.59963607788086,0.0,431,431.0,2934,40712,integer optimal solution
90_0.75_0.25-0,8.08165192604065,0.0,239,239.0,638,6804,integer optimal solution
90_0.75_0.25-1,9.350416898727417,0.0,228,228.0,1205,23456,integer optimal solution
90_0.75_0.25-2,5.277229070663452,0.0,211,211.0,0,2256,integer optimal solution
90_0.75_0.25-3,7.788586139678955,0.0,210,210.0,0,2697,integer optimal solution
90_0.75_0.25-4,5.928128004074097,0.0,184,184.0,0,2214,integer optimal solution
90_0.75_0.5-0,12.44940996170044,0.0,189,189.0,0,2394,integer optimal solution
90_0.75_0.5-1,16.404319047927856,0.0,240,240.0,0,2436,integer optimal solution
90_0.75_0.5-2,13.95418906211853,0.0,203,203.0,0,2358,integer optimal solution
90_0.75_0.5-3,14.694134950637817,0.0,198,198.0,0,2993,integer optimal solution
90_0.75_0.5-4,13.32230806350708,0.0,243,243.0,0,2005,integer optimal solution
90_0.75_0.75-0,21.67950701713562,0.0,181,181.0,0,2482,integer optimal solution
90_0.75_0.75-1,26.516473054885864,0.0,172,172.0,0,3514,integer optimal solution
90_0.75_0.75-2,25.08774209022522,0.0,204,204.0,0,3189,integer optimal solution
90_0.75_0.75-3,23.878453969955444,0.0,213,213.0,181,3426,integer optimal solution
90_0.75_0.75-4,23.589896202087402,0.0,168,168.0,0,2870,integer optimal solution
120_0.25_0.25-0,15.871531009674072,0.0,720,720.0,9287,155167,integer optimal solution
120_0.25_0.25-1,2.6471691131591797,0.0,718,718.0,0,2001,integer optimal solution
120_0.25_0.25-2,4.570980072021484,0.0,769,769.0,518,10161,integer optimal solution
120_0.25_0.25-3,3.375335931777954,0.0,574,574.0,0,2204,integer optimal solution
120_0.25_0.25-4,2.9104909896850586,0.0,578,578.0,0,2901,integer optimal solution
120_0.25_0.5-0,92.95323300361633,0.0,740,740.0,73366,1859141,integer optimal solution
120_0.25_0.5-1,7.411185026168823,0.0,728,728.0,0,2866,integer optimal solution
120_0.25_0.5-2,110.69241094589233,0.0,698,698.0000000000005,86167,2419478,integer optimal solution
120_0.25_0.5-3,13.813792943954468,0.0,644,644.0000000000005,241,15827,integer optimal solution
120_0.25_0.5-4,17.191490173339844,0.0,693,693.0,1106,17033,integer optimal solution
120_0.25_0.75-0,12.381640911102295,0.0,596,596.000000000001,0,3145,integer optimal solution
120_0.25_0.75-1,12.92529296875,0.0,880,880.0,4016,37750,integer optimal solution
120_0.25_0.75-2,8.391754150390625,0.0,786,786.0,0,2193,integer optimal solution
120_0.25_0.75-3,9.237797975540161,0.0,680,680.0,0,3387,integer optimal solution
120_0.25_0.75-4,23.719279050827026,0.0,700,700.0,7277,152428,integer optimal solution
120_0.5_0.25-0,30.360283851623535,0.0,342,342.0,34695,313486,integer optimal solution
120_0.5_0.25-1,4723.94731092453,0.0,311,311.0,2053946,38915622,integer optimal solution
120_0.5_0.25-2,9.626390933990479,0.0,304,304.0,0,2594,integer optimal solution
120_0.5_0.25-3,11.346071004867554,0.0,294,294.0,0,3203,integer optimal solution
120_0.5_0.25-4,10.611463069915771,0.0,380,380.0,0,3025,integer optimal solution
120_0.5_0.5-0,25.966753005981445,0.0,346,346.0,0,3939,integer optimal solution
120_0.5_0.5-1,23.978533029556274,0.0,303,303.0,2350,22756,integer optimal solution
120_0.5_0.5-2,19.693069219589233,0.0,323,323.0,0,3576,integer optimal solution
120_0.5_0.5-3,38.44631600379944,0.0,296,296.0,0,4366,integer optimal solution
120_0.5_0.5-4,18.212547063827515,0.0,327,327.0,0,2731,integer optimal solution
120_0.5_0.75-0,34.40062594413757,0.0,295,295.0,0,2531,integer optimal solution
120_0.5_0.75-1,49.954262018203735,0.0,303,303.0,0,3522,integer optimal solution
120_0.5_0.75-2,73.20812702178955,0.0,307,307.0,3854,82702,integer optimal solution
120_0.5_0.75-3,4667.504997968674,0.0,282,282.0,2445898,38590432,integer optimal solution
120_0.5_0.75-4,39.9977707862854,0.0,301,301.0,0,3007,integer optimal solution
120_0.75_0.25-0,48.26605820655823,0.0,162,162.0,5,6753,integer optimal solution
120_0.75_0.25-1,23.967535972595215,0.0,165,165.0,0,4339,integer optimal solution
120_0.75_0.25-2,7202.906699895859,3.2752597734892794,213,206.02369668246456,3280056,71494711,time limit exceeded
120_0.75_0.25-3,30.002588987350464,0.0,178,178.0,18091,128878,integer optimal solution
120_0.75_0.25-4,47.93196702003479,0.0,192,192.0,26805,197967,integer optimal solution
120_0.75_0.5-0,93.19309997558594,0.0,145,145.0,5191,54104,integer optimal solution
120_0.75_0.5-1,85.54334712028503,0.0,180,180.0,0,4580,integer optimal solution
120_0.75_0.5-2,65.52003407478333,0.0,183,183.0,0,3864,integer optimal solution
120_0.75_0.5-3,51.207069873809814,0.0,217,217.0,0,3533,integer optimal solution
120_0.75_0.5-4,124.67465305328369,0.0,248,248.0,94,9407,integer optimal solution
120_0.75_0.75-0,84.59952902793884,0.0,180,180.0,0,4080,integer optimal solution
120_0.75_0.75-1,129.93894696235657,0.0,141,141.0,0,3824,integer optimal solution
120_0.75_0.75-2,422.74255084991455,0.0,178,178.0,12596,184684,integer optimal solution
120_0.75_0.75-3,121.72879099845886,0.0,214,214.0,0,3717,integer optimal solution
120_0.75_0.75-4,117.57785391807556,0.0,217,217.0,0,4314,integer optimal solution
