,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
30_0.75_2-0,0.025822162628173828,0.0,102,102.0,0,280,integer optimal solution
30_0.75_2-1,0.06124711036682129,0.0,75,75.0,0,466,integer optimal solution
30_0.75_2-2,0.02661585807800293,0.0,90,90.0,0,225,integer optimal solution
30_0.75_2-3,0.028645992279052734,0.0,71,71.0,0,317,integer optimal solution
30_0.75_2-4,0.026063919067382812,0.0,100,100.0,0,279,integer optimal solution
30_0.75_4-0,0.07172083854675293,0.0,69,69.0,0,293,integer optimal solution
30_0.75_4-1,0.019979000091552734,0.0,75,75.0,0,242,integer optimal solution
30_0.75_4-2,0.02645397186279297,0.0,55,55.0,0,240,integer optimal solution
30_0.75_4-3,0.04964709281921387,0.0,73,73.0,0,348,integer optimal solution
30_0.75_4-4,0.12891101837158203,0.0,82,82.0,0,513,integer optimal solution
30_0.75_8-0,0.027502059936523438,0.0,68,68.0,0,337,integer optimal solution
30_0.75_8-1,0.02605891227722168,0.0,53,53.0,0,299,integer optimal solution
30_0.75_8-2,0.02151203155517578,0.0,41,41.0,0,221,integer optimal solution
30_0.75_8-3,0.02426004409790039,0.0,55,55.0,0,332,integer optimal solution
30_0.75_8-4,0.02656388282775879,0.0,95,95.0,0,266,integer optimal solution
60_0.25_2-0,8.655760049819946,0.0,193,193.0,62820,452260,integer optimal solution
60_0.25_2-1,0.17131686210632324,0.0,239,239.0,195,2240,integer optimal solution
60_0.25_2-2,0.03820204734802246,0.0,257,257.0,0,518,integer optimal solution
60_0.25_2-3,0.03632497787475586,0.0,197,197.0,0,395,integer optimal solution
60_0.25_2-4,0.03702116012573242,0.0,199,199.0,0,521,integer optimal solution
60_0.25_4-0,0.21904492378234863,0.0,207,207.0,243,2008,integer optimal solution
60_0.25_4-1,0.035360097885131836,0.0,246,246.0,0,393,integer optimal solution
60_0.25_4-2,0.10938596725463867,0.0,231,231.0,0,721,integer optimal solution
60_0.25_4-3,0.22958683967590332,0.0,224,224.0,1497,9553,integer optimal solution
60_0.25_4-4,0.07297301292419434,0.0,258,258.0,0,453,integer optimal solution
60_0.25_8-0,0.04003500938415527,0.0,146,146.0,0,468,integer optimal solution
60_0.25_8-1,0.10647416114807129,0.0,202,202.0,0,543,integer optimal solution
60_0.25_8-2,0.06468081474304199,0.0,213,213.0,0,520,integer optimal solution
60_0.25_8-3,0.09093189239501953,0.0,202,202.0,0,675,integer optimal solution
60_0.25_8-4,0.1848289966583252,0.0,153,153.0,0,824,integer optimal solution
60_0.5_2-0,0.33971095085144043,0.0,97,97.0,439,3354,integer optimal solution
60_0.5_2-1,0.14509916305541992,0.0,101,101.0,0,802,integer optimal solution
60_0.5_2-2,0.11062407493591309,0.0,123,123.0,0,930,integer optimal solution
60_0.5_2-3,0.09923911094665527,0.0,68,68.0,0,817,integer optimal solution
60_0.5_2-4,0.05806398391723633,0.0,93,93.0,0,686,integer optimal solution
60_0.5_4-0,0.13801312446594238,0.0,121,121.0,0,658,integer optimal solution
60_0.5_4-1,0.32692480087280273,0.0,91,91.0,0,844,integer optimal solution
60_0.5_4-2,0.15586590766906738,0.0,81,81.0,0,727,integer optimal solution
60_0.5_4-3,0.06487584114074707,0.0,74,74.0,0,706,integer optimal solution
60_0.5_4-4,0.05623507499694824,0.0,114,114.0,0,594,integer optimal solution
60_0.5_8-0,0.06333303451538086,0.0,98,98.0,0,756,integer optimal solution
60_0.5_8-1,0.3347659111022949,0.0,95,95.0,0,1059,integer optimal solution
60_0.5_8-2,0.1023709774017334,0.0,90,90.0,0,918,integer optimal solution
60_0.5_8-3,0.2546060085296631,0.0,104,104.0,0,849,integer optimal solution
60_0.5_8-4,0.280411958694458,0.0,161,161.0,0,914,integer optimal solution
60_0.75_2-0,0.1775648593902588,0.0,77,77.0,0,962,integer optimal solution
60_0.75_2-1,0.19327688217163086,0.0,42,42.0,0,1117,integer optimal solution
60_0.75_2-2,0.23695707321166992,0.0,71,71.0,0,1170,integer optimal solution
60_0.75_2-3,0.24222397804260254,0.0,62,62.0,0,1172,integer optimal solution
60_0.75_2-4,0.25063300132751465,0.0,61,61.0,0,1071,integer optimal solution
60_0.75_4-0,0.4539659023284912,0.0,70,70.0,275,2385,integer optimal solution
60_0.75_4-1,0.16461396217346191,0.0,67,67.0,0,1069,integer optimal solution
60_0.75_4-2,0.17920207977294922,0.0,40,40.0,0,916,integer optimal solution
60_0.75_4-3,0.17993998527526855,0.0,67,67.0,0,1016,integer optimal solution
60_0.75_4-4,0.10521078109741211,0.0,58,58.0,0,942,integer optimal solution
60_0.75_8-0,0.5173020362854004,0.0,44,44.0,112,1579,integer optimal solution
60_0.75_8-1,0.1106870174407959,0.0,48,48.0,0,1105,integer optimal solution
60_0.75_8-2,0.18324899673461914,0.0,51,51.0,0,1393,integer optimal solution
60_0.75_8-3,0.17731404304504395,0.0,53,53.0,0,980,integer optimal solution
60_0.75_8-4,0.1651921272277832,0.0,60,60.0,0,1302,integer optimal solution
90_0.25_2-0,0.15546393394470215,0.0,217,217.0,0,1073,integer optimal solution
90_0.25_2-1,0.08472800254821777,0.0,180,180.0,0,942,integer optimal solution
90_0.25_2-2,0.2634751796722412,0.0,200,200.0,0,1077,integer optimal solution
90_0.25_2-3,0.07720184326171875,0.0,157,157.0,0,1084,integer optimal solution
90_0.25_2-4,0.35767197608947754,0.0,173,173.0,0,1658,integer optimal solution
90_0.25_4-0,0.08272385597229004,0.0,219,219.0,0,976,integer optimal solution
90_0.25_4-1,0.1385819911956787,0.0,162,162.0,0,1469,integer optimal solution
90_0.25_4-2,0.07871508598327637,0.0,198,198.0,0,888,integer optimal solution
90_0.25_4-3,0.32851386070251465,0.0,192,192.0,0,1497,integer optimal solution
90_0.25_4-4,0.3201589584350586,0.0,187,187.0,0,1404,integer optimal solution
90_0.25_8-0,0.08070993423461914,0.0,166,166.0,0,872,integer optimal solution
90_0.25_8-1,4.84089994430542,0.0,196,196.0,42650,338443,integer optimal solution
90_0.25_8-2,0.3908109664916992,0.0,162,162.0,695,6977,integer optimal solution
90_0.25_8-3,0.3799600601196289,0.0,184,184.0,0,1251,integer optimal solution
90_0.25_8-4,0.4349629878997803,0.0,205,205.0,125,3688,integer optimal solution
90_0.5_2-0,0.3726809024810791,0.0,106,106.0,0,2778,integer optimal solution
90_0.5_2-1,0.15456795692443848,0.0,104,104.0,0,1957,integer optimal solution
90_0.5_2-2,0.6313400268554688,0.0,90,90.0,0,2237,integer optimal solution
90_0.5_2-3,0.3901350498199463,0.0,68,68.0,0,1254,integer optimal solution
90_0.5_2-4,0.15858888626098633,0.0,94,94.0,0,1885,integer optimal solution
90_0.5_4-0,0.18399810791015625,0.0,60,60.0,0,1192,integer optimal solution
90_0.5_4-1,0.16300296783447266,0.0,91,91.0,0,1696,integer optimal solution
90_0.5_4-2,1.1523878574371338,0.0,62,62.0,3175,23766,integer optimal solution
90_0.5_4-3,0.32700204849243164,0.0,83,83.0,0,1438,integer optimal solution
90_0.5_4-4,0.30484604835510254,0.0,77,77.0,0,1652,integer optimal solution
90_0.5_8-0,1.4923679828643799,0.0,75,75.0,3654,29634,integer optimal solution
90_0.5_8-1,1.2966570854187012,0.0,85,85.0,12438,61876,integer optimal solution
90_0.5_8-2,0.1517930030822754,0.0,74,74.0,0,1786,integer optimal solution
90_0.5_8-3,0.3008291721343994,0.0,73,73.0,0,1941,integer optimal solution
90_0.5_8-4,0.2663130760192871,0.0,106,106.0,0,2163,integer optimal solution
90_0.75_2-0,0.5091578960418701,0.0,61,61.0,0,3169,integer optimal solution
90_0.75_2-1,0.4985170364379883,0.0,49,49.0,0,3380,integer optimal solution
90_0.75_2-2,0.24463200569152832,0.0,66,66.0,0,1438,integer optimal solution
90_0.75_2-3,0.440155029296875,0.0,35,35.0,0,1759,integer optimal solution
90_0.75_2-4,1.5794291496276855,0.0,51,51.0,836,5681,integer optimal solution
90_0.75_4-0,0.238447904586792,0.0,37,37.0,0,1279,integer optimal solution
90_0.75_4-1,0.7515878677368164,0.0,44,44.0,0,2882,integer optimal solution
90_0.75_4-2,0.47151803970336914,0.0,40,40.0,0,2075,integer optimal solution
90_0.75_4-3,1.649090051651001,0.0,41,41.0,19,2009,integer optimal solution
90_0.75_4-4,10.717959880828857,0.0,37,37.0,173684,986934,integer optimal solution
90_0.75_8-0,208.55766892433167,0.0,40,40.0,3117003,12100737,integer optimal solution
90_0.75_8-1,88.71051788330078,0.0,44,44.0,1011156,6203846,integer optimal solution
90_0.75_8-2,0.43438100814819336,0.0,27,27.0,0,2549,integer optimal solution
90_0.75_8-3,0.45826005935668945,0.0,64,64.0,0,1719,integer optimal solution
90_0.75_8-4,0.6231911182403564,0.0,37,37.0,0,1583,integer optimal solution
120_0.25_2-0,0.7020630836486816,0.0,197,197.0,0,1382,integer optimal solution
120_0.25_2-1,0.15713095664978027,0.0,175,175.0,0,1698,integer optimal solution
120_0.25_2-2,0.735231876373291,0.0,153,153.0,0,2126,integer optimal solution
120_0.25_2-3,0.2704761028289795,0.0,166,166.0,0,1977,integer optimal solution
120_0.25_2-4,0.3573729991912842,0.0,141,141.0,0,1881,integer optimal solution
120_0.25_4-0,2.8889870643615723,0.0,165,165.0,12435,109445,integer optimal solution
120_0.25_4-1,1.0542290210723877,0.0,205,205.0,692,8647,integer optimal solution
120_0.25_4-2,0.15146899223327637,0.0,157,157.0,0,1770,integer optimal solution
120_0.25_4-3,1.1893129348754883,0.0,154,154.0,7562,54225,integer optimal solution
120_0.25_4-4,0.29535412788391113,0.0,191,191.0,0,2035,integer optimal solution
120_0.25_8-0,0.2933650016784668,0.0,169,169.0,0,2975,integer optimal solution
120_0.25_8-1,0.2992250919342041,0.0,113,113.0,0,1678,integer optimal solution
120_0.25_8-2,0.2843480110168457,0.0,203,203.0,0,1594,integer optimal solution
120_0.25_8-3,1.473768949508667,0.0,146,146.0,739,10183,integer optimal solution
120_0.25_8-4,451.6237599849701,0.0,176,176.0,1229306,11331177,integer optimal solution
120_0.5_2-0,0.7342100143432617,0.0,67,67.0,0,2278,integer optimal solution
120_0.5_2-1,0.9209680557250977,0.0,71,71.0,0,1868,integer optimal solution
120_0.5_2-2,0.26959800720214844,0.0,78,78.0,0,3449,integer optimal solution
120_0.5_2-3,0.6131980419158936,0.0,51,51.0,0,2444,integer optimal solution
120_0.5_2-4,1.1317520141601562,0.0,75,75.0,0,2376,integer optimal solution
120_0.5_4-0,13.720026016235352,0.0,60,60.0,204849,1562256,integer optimal solution
120_0.5_4-1,0.6217401027679443,0.0,70,70.0,0,2046,integer optimal solution
120_0.5_4-2,0.6201069355010986,0.0,85,85.0,0,2329,integer optimal solution
120_0.5_4-3,0.5771079063415527,0.0,70,70.0,0,2099,integer optimal solution
120_0.5_4-4,0.6416079998016357,0.0,57,57.0,0,3587,integer optimal solution
120_0.5_8-0,2.2189111709594727,0.0,59,59.0,19,2510,integer optimal solution
120_0.5_8-1,0.27594614028930664,0.0,68,68.0,0,1745,integer optimal solution
120_0.5_8-2,0.5863368511199951,0.0,65,65.0,0,1967,integer optimal solution
120_0.5_8-3,1.9337499141693115,0.0,59,59.0,0,2312,integer optimal solution
120_0.5_8-4,7200.013641834259,1.470588235291955,68,67.0,34817056,334679599,time limit exceeded
120_0.75_2-0,4.5529279708862305,0.0,30,30.0,0,3498,integer optimal solution
120_0.75_2-1,0.9713718891143799,0.0,22,22.0,0,2878,integer optimal solution
120_0.75_2-2,0.9576349258422852,0.0,29,29.0,0,2794,integer optimal solution
120_0.75_2-3,0.9585168361663818,0.0,34,34.0,0,3019,integer optimal solution
120_0.75_2-4,126.92068099975586,0.0,27,27.0,1488187,5621139,integer optimal solution
120_0.75_4-0,0.9698951244354248,0.0,22,22.0,0,2723,integer optimal solution
120_0.75_4-1,5.66254186630249,0.0,32,32.0,18564,78237,integer optimal solution
120_0.75_4-2,0.9774789810180664,0.0,26,26.0,0,3263,integer optimal solution
120_0.75_4-3,0.9837591648101807,0.0,29,29.0,0,2863,integer optimal solution
120_0.75_4-4,0.4129161834716797,0.0,21,21.0,0,1970,integer optimal solution
120_0.75_8-0,0.9287869930267334,0.0,42,42.0,0,2820,integer optimal solution
120_0.75_8-1,0.9345989227294922,0.0,28,28.0,0,2396,integer optimal solution
120_0.75_8-2,0.9936869144439697,0.0,26,26.0,0,2579,integer optimal solution
120_0.75_8-3,0.9952330589294434,0.0,29,29.0,0,3084,integer optimal solution
120_0.75_8-4,7200.046932935715,4.76190476188207,21,20.000000000000004,36877762,351385917,time limit exceeded
150_0.25_2-0,1.465712070465088,0.0,138,138.0,112,2767,integer optimal solution
150_0.25_2-1,0.4544680118560791,0.0,167,167.0,0,2062,integer optimal solution
150_0.25_2-2,0.507965087890625,0.0,149,149.0,0,2987,integer optimal solution
150_0.25_2-3,1.651479959487915,0.0,148,148.0,310,3749,integer optimal solution
150_0.25_2-4,0.44873595237731934,0.0,160,160.0,0,2375,integer optimal solution
150_0.25_4-0,0.42552900314331055,0.0,185,185.0,0,2361,integer optimal solution
150_0.25_4-1,0.5009469985961914,0.0,153,153.0,0,3253,integer optimal solution
150_0.25_4-2,2.7298409938812256,0.0,142,142.0,15230,81126,integer optimal solution
150_0.25_4-3,1.4723460674285889,0.0,173,173.0,1152,8487,integer optimal solution
150_0.25_4-4,1.6000449657440186,0.0,209,209.0,0,3264,integer optimal solution
150_0.25_8-0,0.20650291442871094,0.0,213,213.0,0,2587,integer optimal solution
150_0.25_8-1,1.937633991241455,0.0,151,151.0,3649,27868,integer optimal solution
150_0.25_8-2,7.170763969421387,0.0,140,140.0,31656,260846,integer optimal solution
150_0.25_8-3,0.7646398544311523,0.0,137,137.0,0,3508,integer optimal solution
150_0.25_8-4,1.5988211631774902,0.0,158,158.0,37,2636,integer optimal solution
150_0.5_2-0,1.5972669124603271,0.0,57,57.0,0,3279,integer optimal solution
150_0.5_2-1,7.912930965423584,0.0,40,40.0,100041,457083,integer optimal solution
150_0.5_2-2,6.980455160140991,0.0,56,56.0,8821,69697,integer optimal solution
150_0.5_2-3,4.478339910507202,0.0,60,60.0,24,3460,integer optimal solution
150_0.5_2-4,4.767302989959717,0.0,47,47.0,0,4044,integer optimal solution
150_0.5_4-0,9.533272981643677,0.0,44,44.0,98468,575975,integer optimal solution
150_0.5_4-1,1.0632460117340088,0.0,43,43.0,0,3209,integer optimal solution
150_0.5_4-2,7202.065124034882,5.263157894722992,38,36.0,8692072,64721162,time limit exceeded
150_0.5_4-3,4.161286115646362,0.0,70,70.0,0,3123,integer optimal solution
150_0.5_4-4,1.2572381496429443,0.0,55,55.0,0,3941,integer optimal solution
150_0.5_8-0,4.56514310836792,0.0,59,59.0,467,5900,integer optimal solution
150_0.5_8-1,3.5812249183654785,0.0,66,66.0,0,3839,integer optimal solution
150_0.5_8-2,0.4474310874938965,0.0,71,71.0,0,2845,integer optimal solution
150_0.5_8-3,5.23849892616272,0.0,60,60.0,51,3663,integer optimal solution
150_0.5_8-4,6.529958963394165,0.0,43,43.0,5197,35151,integer optimal solution
150_0.75_2-0,1.567227840423584,0.0,10,10.0,0,2274,integer optimal solution
150_0.75_2-1,1.932063102722168,0.0,14,14.0,0,4472,integer optimal solution
150_0.75_2-2,1.7106029987335205,0.0,10,10.0,0,2350,integer optimal solution
150_0.75_2-3,1.8023779392242432,0.0,25,25.0,0,4357,integer optimal solution
150_0.75_2-4,1.8226430416107178,0.0,29,29.0,0,3624,integer optimal solution
150_0.75_4-0,7200.01139497757,3.0303030302938474,33,32.0,24581922,279831964,time limit exceeded
150_0.75_4-1,1.5863358974456787,0.0,7,7.0,0,2749,integer optimal solution
150_0.75_4-2,1.8097670078277588,0.0,16,16.0,0,2979,integer optimal solution
150_0.75_4-3,1.8984711170196533,0.0,23,23.0,0,3738,integer optimal solution
150_0.75_4-4,1.7767870426177979,0.0,24,24.0,0,3771,integer optimal solution
150_0.75_8-0,1.8313050270080566,0.0,21,21.0,0,3048,integer optimal solution
150_0.75_8-1,7200.014818906784,4.999999999974983,20,19.000000000000004,26006171,308941990,time limit exceeded
150_0.75_8-2,1.86183500289917,0.0,16,16.0,0,3976,integer optimal solution
150_0.75_8-3,1.7137210369110107,0.0,18,18.0,0,3702,integer optimal solution
150_0.75_8-4,1.6492719650268555,0.0,18,18.0,0,2480,integer optimal solution
