,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
60_0.75_2-0,0.2965681552886963,0.0,109,109.0,0,717,integer optimal solution
60_0.75_2-1,0.16101717948913574,0.0,138,138.0,0,724,integer optimal solution
60_0.75_2-2,0.2413921356201172,0.0,141,141.0,0,862,integer optimal solution
60_0.75_2-3,0.2815220355987549,0.0,115,115.0,0,833,integer optimal solution
60_0.75_2-4,0.28984808921813965,0.0,124,124.0,0,974,integer optimal solution
60_0.75_4-0,0.1432209014892578,0.0,139,139.0,0,602,integer optimal solution
60_0.75_4-1,0.13219904899597168,0.0,110,110.0,0,502,integer optimal solution
60_0.75_4-2,0.3637969493865967,0.0,151,151.0,197,2760,integer optimal solution
60_0.75_4-3,0.14279699325561523,0.0,134,134.0,0,588,integer optimal solution
60_0.75_4-4,0.34221816062927246,0.0,117,117.0,357,5111,integer optimal solution
60_0.75_8-0,0.14501309394836426,0.0,113,113.0,0,386,integer optimal solution
60_0.75_8-1,0.25286006927490234,0.0,129,129.0,0,423,integer optimal solution
60_0.75_8-2,0.4918630123138428,0.0,130,130.0,1548,11775,integer optimal solution
60_0.75_8-3,0.12529706954956055,0.0,142,142.0,0,432,integer optimal solution
60_0.75_8-4,0.13939714431762695,0.0,114,114.0,0,322,integer optimal solution
90_0.25_2-0,0.13297009468078613,0.0,380,380.0,0,1042,integer optimal solution
90_0.25_2-1,0.18289780616760254,0.0,395,395.0,0,843,integer optimal solution
90_0.25_2-2,0.4125640392303467,0.0,400,400.0,1085,7812,integer optimal solution
90_0.25_2-3,0.325009822845459,0.0,377,377.0,129,3103,integer optimal solution
90_0.25_2-4,0.09953093528747559,0.0,477,477.0,0,719,integer optimal solution
90_0.25_4-0,0.21924710273742676,0.0,447,447.0,0,865,integer optimal solution
90_0.25_4-1,0.09973406791687012,0.0,445,445.0,0,526,integer optimal solution
90_0.25_4-2,0.4400148391723633,0.0,375,375.0,1970,16045,integer optimal solution
90_0.25_4-3,0.28783202171325684,0.0,376,376.0,0,873,integer optimal solution
90_0.25_4-4,0.5415329933166504,0.0,360,360.0,603,9077,integer optimal solution
90_0.25_8-0,0.08636903762817383,0.0,397,397.0,0,394,integer optimal solution
90_0.25_8-1,0.217926025390625,0.0,501,501.0,0,452,integer optimal solution
90_0.25_8-2,0.13311004638671875,0.0,423,423.0,0,611,integer optimal solution
90_0.25_8-3,2.4852941036224365,0.0,326,326.0,14527,114566,integer optimal solution
90_0.25_8-4,0.08437299728393555,0.0,358,358.0,0,456,integer optimal solution
90_0.5_2-0,0.18170785903930664,0.0,160,160.0,0,1194,integer optimal solution
90_0.5_2-1,0.21706104278564453,0.0,158,158.0,0,1085,integer optimal solution
90_0.5_2-2,0.31666111946105957,0.0,225,225.0,0,1162,integer optimal solution
90_0.5_2-3,0.2454359531402588,0.0,179,179.0,0,1241,integer optimal solution
90_0.5_2-4,0.16351890563964844,0.0,170,170.0,0,1195,integer optimal solution
90_0.5_4-0,0.4823019504547119,0.0,191,191.0,0,1261,integer optimal solution
90_0.5_4-1,0.33854103088378906,0.0,206,206.0,0,1184,integer optimal solution
90_0.5_4-2,0.7541420459747314,0.0,197,197.0,522,5096,integer optimal solution
90_0.5_4-3,0.23253679275512695,0.0,233,233.0,0,786,integer optimal solution
90_0.5_4-4,0.5187258720397949,0.0,188,188.0,0,1382,integer optimal solution
90_0.5_8-0,7201.82513999939,2.71076172404974,217,211.11764705880935,13530437,88399772,time limit exceeded
90_0.5_8-1,0.17154383659362793,0.0,196,196.0,0,583,integer optimal solution
90_0.5_8-2,0.20998311042785645,0.0,229,229.0,0,629,integer optimal solution
90_0.5_8-3,0.6233868598937988,0.0,187,187.0,50,1627,integer optimal solution
90_0.5_8-4,0.7501280307769775,0.0,199,199.0,3950,29420,integer optimal solution
90_0.75_2-0,1.0279860496520996,0.0,129,129.0,1662,17766,integer optimal solution
90_0.75_2-1,0.2915380001068115,0.0,142,142.0,0,1639,integer optimal solution
90_0.75_2-2,0.7658188343048096,0.0,138,138.0,60,2719,integer optimal solution
90_0.75_2-3,0.4254729747772217,0.0,101,101.0,0,1572,integer optimal solution
90_0.75_2-4,0.27207398414611816,0.0,114,114.0,0,1409,integer optimal solution
90_0.75_4-0,0.7463071346282959,0.0,130,130.0,27,1515,integer optimal solution
90_0.75_4-1,0.6636080741882324,0.0,132,132.0,716,6989,integer optimal solution
90_0.75_4-2,0.5178451538085938,0.0,135,135.0,0,1106,integer optimal solution
90_0.75_4-3,1.9094338417053223,0.0,90,90.0,13787,90021,integer optimal solution
90_0.75_4-4,0.748089075088501,0.0,76,76.0,52,1547,integer optimal solution
90_0.75_8-0,0.4489428997039795,0.0,130,130.0,0,913,integer optimal solution
90_0.75_8-1,0.2374410629272461,0.0,95,95.0,0,749,integer optimal solution
90_0.75_8-2,0.3567619323730469,0.0,124,124.0,0,785,integer optimal solution
90_0.75_8-3,0.45252513885498047,0.0,99,99.0,0,854,integer optimal solution
90_0.75_8-4,0.6938610076904297,0.0,104,104.0,3966,20105,integer optimal solution
120_0.25_2-0,0.531480073928833,0.0,314,314.0,0,1496,integer optimal solution
120_0.25_2-1,0.2596158981323242,0.0,443,443.0,0,1041,integer optimal solution
120_0.25_2-2,0.2689218521118164,0.0,388,388.0,0,1025,integer optimal solution
120_0.25_2-3,0.2994530200958252,0.0,357,357.0,0,981,integer optimal solution
120_0.25_2-4,0.37532997131347656,0.0,395,395.0,0,1132,integer optimal solution
120_0.25_4-0,0.4105548858642578,0.0,383,383.0,0,1337,integer optimal solution
120_0.25_4-1,0.3871769905090332,0.0,366,366.0,0,1366,integer optimal solution
120_0.25_4-2,0.17064714431762695,0.0,349,349.0,0,1114,integer optimal solution
120_0.25_4-3,0.4178440570831299,0.0,399,399.0,419,4509,integer optimal solution
120_0.25_4-4,7202.914472818375,2.1357742181581276,437,427.66666666664685,6485272,67677144,time limit exceeded
120_0.25_8-0,0.45311999320983887,0.0,349,349.0,0,958,integer optimal solution
120_0.25_8-1,0.2122180461883545,0.0,413,413.0,0,691,integer optimal solution
120_0.25_8-2,0.19055604934692383,0.0,425,425.0,0,948,integer optimal solution
120_0.25_8-3,0.16572213172912598,0.0,417,417.0,0,670,integer optimal solution
120_0.25_8-4,0.19985294342041016,0.0,354,354.0,0,788,integer optimal solution
120_0.5_2-0,0.4209859371185303,0.0,226,226.0,0,2063,integer optimal solution
120_0.5_2-1,0.861285924911499,0.0,194,194.0,0,2213,integer optimal solution
120_0.5_2-2,0.8874599933624268,0.0,139,139.0,0,2112,integer optimal solution
120_0.5_2-3,0.5094301700592041,0.0,173,173.0,0,2012,integer optimal solution
120_0.5_2-4,0.30417418479919434,0.0,202,202.0,0,2109,integer optimal solution
120_0.5_4-0,1.7599728107452393,0.0,169,169.0,6674,58719,integer optimal solution
120_0.5_4-1,0.6070270538330078,0.0,178,178.0,0,1449,integer optimal solution
120_0.5_4-2,0.9408659934997559,0.0,165,165.0,1790,17371,integer optimal solution
120_0.5_4-3,1.2684199810028076,0.0,175,175.0,637,8312,integer optimal solution
120_0.5_4-4,0.7719860076904297,0.0,168,168.0,14,1962,integer optimal solution
120_0.5_8-0,0.41680192947387695,0.0,158,158.0,0,865,integer optimal solution
120_0.5_8-1,0.7193260192871094,0.0,168,168.0,38,1443,integer optimal solution
120_0.5_8-2,0.9769670963287354,0.0,166,166.0,4681,38834,integer optimal solution
120_0.5_8-3,0.2709200382232666,0.0,167,167.0,0,1016,integer optimal solution
120_0.5_8-4,0.8992149829864502,0.0,176,176.0,0,1876,integer optimal solution
120_0.75_2-0,1.3028910160064697,0.0,112,112.0,0,3314,integer optimal solution
120_0.75_2-1,1.6586098670959473,0.0,94,94.0,0,3521,integer optimal solution
120_0.75_2-2,1.9549379348754883,0.0,112,112.0,2608,20990,integer optimal solution
120_0.75_2-3,1.7919390201568604,0.0,103,103.0,9,3293,integer optimal solution
120_0.75_2-4,1.4398210048675537,0.0,106,106.0,0,2973,integer optimal solution
120_0.75_4-0,7.677814960479736,0.0,95,95.0,169939,723494,integer optimal solution
120_0.75_4-1,0.4048140048980713,0.0,119,119.0,0,1514,integer optimal solution
120_0.75_4-2,1.0664629936218262,0.0,87,87.0,0,1611,integer optimal solution
120_0.75_4-3,0.9324808120727539,0.0,73,73.0,0,1644,integer optimal solution
120_0.75_4-4,0.4671359062194824,0.0,106,106.0,0,2037,integer optimal solution
120_0.75_8-0,0.9494309425354004,0.0,80,80.0,0,1344,integer optimal solution
120_0.75_8-1,0.6294491291046143,0.0,65,65.0,0,1118,integer optimal solution
120_0.75_8-2,3.28814697265625,0.0,126,126.0,24056,127989,integer optimal solution
120_0.75_8-3,0.45256996154785156,0.0,91,91.0,0,971,integer optimal solution
120_0.75_8-4,1.077280044555664,0.0,88,88.0,0,1412,integer optimal solution
150_0.25_2-0,0.6760139465332031,0.0,348,348.0,0,2107,integer optimal solution
150_0.25_2-1,0.35631585121154785,0.0,406,406.0,0,1938,integer optimal solution
150_0.25_2-2,1.062283992767334,0.0,436,436.0,419,8344,integer optimal solution
150_0.25_2-3,4189.0155210494995,0.0,434,434.0,4373967,49752422,integer optimal solution
150_0.25_2-4,0.25164294242858887,0.0,361,361.0,0,1830,integer optimal solution
150_0.25_4-0,2.023193836212158,0.0,373,373.0,1170,19142,integer optimal solution
150_0.25_4-1,5.873292922973633,0.0,366,366.0,23469,219197,integer optimal solution
150_0.25_4-2,7205.54501581192,1.4879096045188336,375,369.4203389830529,5772183,70998466,time limit exceeded
150_0.25_4-3,0.8552877902984619,0.0,408,408.0,653,10225,integer optimal solution
150_0.25_4-4,0.29193115234375,0.0,468,468.0,0,1106,integer optimal solution
150_0.25_8-0,0.47661900520324707,0.0,364,364.0,0,969,integer optimal solution
150_0.25_8-1,0.745089054107666,0.0,392,392.0000000000002,650,6434,integer optimal solution
150_0.25_8-2,0.21350502967834473,0.0,332,332.0,0,1035,integer optimal solution
150_0.25_8-3,7202.778767824173,1.122292234866058,434,429.1292517006802,7191582,69314247,time limit exceeded
150_0.25_8-4,0.552433967590332,0.0,442,442.0,0,1354,integer optimal solution
150_0.5_2-0,0.7987580299377441,0.0,164,164.0,0,3126,integer optimal solution
150_0.5_2-1,0.4416849613189697,0.0,164,164.0,0,3129,integer optimal solution
150_0.5_2-2,2.948945999145508,0.0,166,166.0,1098,12021,integer optimal solution
150_0.5_2-3,1.7813360691070557,0.0,191,191.0,0,3992,integer optimal solution
150_0.5_2-4,8.656104803085327,0.0,179,179.0,25934,230933,integer optimal solution
150_0.5_4-0,1.5115790367126465,0.0,181,181.0,74,3786,integer optimal solution
150_0.5_4-1,0.6491289138793945,0.0,199,199.0,0,1781,integer optimal solution
150_0.5_4-2,1.053056001663208,0.0,132,132.0,0,1752,integer optimal solution
150_0.5_4-3,1.7483508586883545,0.0,157,157.0,3275,35659,integer optimal solution
150_0.5_4-4,0.9095489978790283,0.0,161,161.0,0,1901,integer optimal solution
150_0.5_8-0,7.576249837875366,0.0,140,140.0,120810,804206,integer optimal solution
150_0.5_8-1,5.544105052947998,0.0,150,150.0,67285,359954,integer optimal solution
150_0.5_8-2,16.253798007965088,0.0,181,181.00000000000188,279707,1796115,integer optimal solution
150_0.5_8-3,0.6213130950927734,0.0,167,167.0,0,1235,integer optimal solution
150_0.5_8-4,0.9298830032348633,0.0,144,144.0,0,1425,integer optimal solution
150_0.75_2-0,2.037896156311035,0.0,95,95.0,0,5190,integer optimal solution
150_0.75_2-1,2.648036003112793,0.0,78,78.0,0,5147,integer optimal solution
150_0.75_2-2,1.5180931091308594,0.0,98,98.0,0,5152,integer optimal solution
150_0.75_2-3,0.9408838748931885,0.0,73,73.0,0,3929,integer optimal solution
150_0.75_2-4,3.1125521659851074,0.0,77,77.0,0,5995,integer optimal solution
150_0.75_4-0,1.8732659816741943,0.0,91,91.0,0,2695,integer optimal solution
150_0.75_4-1,1.1435270309448242,0.0,106,106.0,0,3074,integer optimal solution
150_0.75_4-2,0.8937931060791016,0.0,90,90.0,0,3029,integer optimal solution
150_0.75_4-3,2.6105129718780518,0.0,118,118.0,68,4287,integer optimal solution
150_0.75_4-4,1.2104899883270264,0.0,67,67.0,0,2245,integer optimal solution
150_0.75_8-0,1.7095601558685303,0.0,90,90.0,119,3109,integer optimal solution
150_0.75_8-1,0.9362339973449707,0.0,97,97.0,0,1410,integer optimal solution
150_0.75_8-2,1.7571580410003662,0.0,100,100.0,0,1693,integer optimal solution
150_0.75_8-3,0.9959559440612793,0.0,60,60.0,0,1455,integer optimal solution
150_0.75_8-4,0.7403249740600586,0.0,121,121.0,0,1703,integer optimal solution
