,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
30_0.75_4-4,0.07238888740539551,0.0,348,348.0,0,386,integer optimal solution
30_0.75_8-0,0.0557708740234375,0.0,216,216.0,0,250,integer optimal solution
30_0.75_8-1,,,,,,,
30_0.75_8-2,0.047538042068481445,0.0,262,262.0,0,275,integer optimal solution
30_0.75_8-3,,,,,,,
30_0.75_8-4,,,,,,,
60_0.25_2-0,,,,,,,
60_0.25_2-1,,,,,,,
60_0.25_2-2,,,,,,,
60_0.25_2-3,,,,,,,
60_0.25_2-4,,,,,,,
60_0.25_4-0,,,,,,,
60_0.25_4-1,,,,,,,
60_0.25_4-2,,,,,,,
60_0.25_4-3,,,,,,,
60_0.25_4-4,,,,,,,
60_0.25_8-0,,,,,,,
60_0.25_8-1,,,,,,,
60_0.25_8-2,0.07800507545471191,0.0,490,490.0,0,241,integer optimal solution
60_0.25_8-3,,,,,,,
60_0.25_8-4,0.054162025451660156,0.0,507,507.0,0,259,integer optimal solution
60_0.5_2-0,,,,,,,
60_0.5_2-1,,,,,,,
60_0.5_2-2,,,,,,,
60_0.5_2-3,,,,,,,
60_0.5_2-4,,,,,,,
60_0.5_4-0,,,,,,,
60_0.5_4-1,,,,,,,
60_0.5_4-2,,,,,,,
60_0.5_4-3,,,,,,,
60_0.5_4-4,,,,,,,
60_0.5_8-0,,,,,,,
60_0.5_8-1,,,,,,,
60_0.5_8-2,,,,,,,
60_0.5_8-3,,,,,,,
60_0.5_8-4,,,,,,,
60_0.75_2-0,,,,,,,
60_0.75_2-1,,,,,,,
60_0.75_2-2,,,,,,,
60_0.75_2-3,,,,,,,
60_0.75_2-4,,,,,,,
60_0.75_4-0,,,,,,,
60_0.75_4-1,,,,,,,
60_0.75_4-2,,,,,,,
60_0.75_4-3,,,,,,,
60_0.75_4-4,,,,,,,
60_0.75_8-0,,,,,,,
60_0.75_8-1,,,,,,,
60_0.75_8-2,,,,,,,
60_0.75_8-3,,,,,,,
60_0.75_8-4,,,,,,,
90_0.25_2-0,,,,,,,
90_0.25_2-1,,,,,,,
90_0.25_2-2,,,,,,,
90_0.25_2-3,,,,,,,
90_0.25_2-4,,,,,,,
90_0.25_4-0,,,,,,,
90_0.25_4-1,,,,,,,
90_0.25_4-2,,,,,,,
90_0.25_4-3,,,,,,,
90_0.25_4-4,,,,,,,
90_0.25_8-0,,,,,,,
90_0.25_8-1,,,,,,,
90_0.25_8-2,,,,,,,
90_0.25_8-3,,,,,,,
90_0.25_8-4,,,,,,,
90_0.5_2-0,,,,,,,
90_0.5_2-1,,,,,,,
90_0.5_2-2,,,,,,,
90_0.5_2-3,,,,,,,
90_0.5_2-4,,,,,,,
90_0.5_4-0,,,,,,,
90_0.5_4-1,,,,,,,
90_0.5_4-2,,,,,,,
90_0.5_4-3,,,,,,,
90_0.5_4-4,,,,,,,
90_0.5_8-0,,,,,,,
90_0.5_8-1,,,,,,,
90_0.5_8-2,,,,,,,
90_0.5_8-3,,,,,,,
90_0.5_8-4,,,,,,,
90_0.75_2-0,,,,,,,
90_0.75_2-1,,,,,,,
90_0.75_2-2,,,,,,,
90_0.75_2-3,,,,,,,
90_0.75_2-4,,,,,,,
90_0.75_4-0,,,,,,,
90_0.75_4-1,,,,,,,
90_0.75_4-2,,,,,,,
90_0.75_4-3,,,,,,,
90_0.75_4-4,,,,,,,
90_0.75_8-0,,,,,,,
90_0.75_8-1,,,,,,,
90_0.75_8-2,,,,,,,
90_0.75_8-3,,,,,,,
90_0.75_8-4,,,,,,,
120_0.25_2-0,7.557716131210327,0.0,1616,1616.0,194,76906,integer optimal solution
120_0.25_2-1,,,,,,,
120_0.25_2-2,,,,,,,
120_0.25_2-3,,,,,,,
120_0.25_2-4,,,,,,,
120_0.25_4-0,,,,,,,
120_0.25_4-1,,,,,,,
120_0.25_4-2,,,,,,,
120_0.25_4-3,,,,,,,
120_0.25_4-4,,,,,,,
120_0.25_8-0,,,,,,,
120_0.25_8-1,0.2908461093902588,0.0,770,770.0,0,1195,integer optimal solution
120_0.25_8-2,,,,,,,
120_0.25_8-3,,,,,,,
120_0.25_8-4,,,,,,,
120_0.5_2-0,,,,,,,
120_0.5_2-1,,,,,,,
120_0.5_2-2,,,,,,,
120_0.5_2-3,,,,,,,
120_0.5_2-4,,,,,,,
120_0.5_4-0,,,,,,,
120_0.5_4-1,,,,,,,
120_0.5_4-2,,,,,,,
120_0.5_4-3,,,,,,,
120_0.5_4-4,,,,,,,
120_0.5_8-0,,,,,,,
120_0.5_8-1,,,,,,,
120_0.5_8-2,,,,,,,
120_0.5_8-3,,,,,,,
120_0.5_8-4,,,,,,,
120_0.75_2-0,,,,,,,
120_0.75_2-1,,,,,,,
120_0.75_2-2,,,,,,,
120_0.75_2-3,,,,,,,
120_0.75_2-4,,,,,,,
120_0.75_4-0,,,,,,,
120_0.75_4-1,,,,,,,
120_0.75_4-2,,,,,,,
120_0.75_4-3,,,,,,,
120_0.75_4-4,,,,,,,
120_0.75_8-0,,,,,,,
120_0.75_8-1,,,,,,,
120_0.75_8-2,,,,,,,
120_0.75_8-3,,,,,,,
120_0.75_8-4,,,,,,,
150_0.25_2-0,,,,,,,
150_0.25_2-1,,,,,,,
150_0.25_2-2,,,,,,,
150_0.25_2-3,,,,,,,
150_0.25_2-4,,,,,,,
150_0.25_4-0,,,,,,,
150_0.25_4-1,,,,,,,
150_0.25_4-2,,,,,,,
150_0.25_4-3,,,,,,,
150_0.25_4-4,,,,,,,
150_0.25_8-0,,,,,,,
150_0.25_8-1,,,,,,,
150_0.25_8-2,,,,,,,
150_0.25_8-3,,,,,,,
150_0.25_8-4,,,,,,,
150_0.5_2-0,,,,,,,
150_0.5_2-1,,,,,,,
150_0.5_2-2,,,,,,,
150_0.5_2-3,,,,,,,
150_0.5_2-4,,,,,,,
150_0.5_4-0,,,,,,,
150_0.5_4-1,,,,,,,
150_0.5_4-2,,,,,,,
150_0.5_4-3,,,,,,,
150_0.5_4-4,,,,,,,
150_0.5_8-0,,,,,,,
150_0.5_8-1,,,,,,,
150_0.5_8-2,,,,,,,
150_0.5_8-3,,,,,,,
150_0.5_8-4,,,,,,,
150_0.75_2-0,,,,,,,
150_0.75_2-1,,,,,,,
150_0.75_2-2,,,,,,,
150_0.75_2-3,,,,,,,
150_0.75_2-4,,,,,,,
150_0.75_4-0,,,,,,,
150_0.75_4-1,,,,,,,
150_0.75_4-2,,,,,,,
150_0.75_4-3,,,,,,,
150_0.75_4-4,,,,,,,
150_0.75_8-0,,,,,,,
150_0.75_8-1,,,,,,,
150_0.75_8-2,,,,,,,
150_0.75_8-3,,,,,,,
150_0.75_8-4,,,,,,,
