,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
90_0.25_4-0,0.10081696510314941,0.0,362,362.0,0,681,integer optimal solution
90_0.25_4-1,0.7938029766082764,0.0,375,375.0,3391,35811,integer optimal solution
90_0.25_4-2,0.7024810314178467,0.0,412,412.0,3373,29803,integer optimal solution
90_0.25_4-3,0.24711084365844727,0.0,421,421.0,0,1421,integer optimal solution
90_0.25_4-4,0.11429905891418457,0.0,371,371.0,0,994,integer optimal solution
90_0.25_8-0,0.19207501411437988,0.0,491,491.0,0,1019,integer optimal solution
90_0.25_8-1,0.34058403968811035,0.0,329,329.0,195,3446,integer optimal solution
90_0.25_8-2,0.7857949733734131,0.0,449,449.0,1268,13411,integer optimal solution
90_0.25_8-3,0.44112610816955566,0.0,372,372.0,779,6853,integer optimal solution
90_0.25_8-4,0.45415401458740234,0.0,444,444.0,53,2338,integer optimal solution
90_0.5_2-0,0.19778800010681152,0.0,186,186.0,0,1187,integer optimal solution
90_0.5_2-1,0.5482070446014404,0.0,225,225.0,302,5440,integer optimal solution
90_0.5_2-2,0.46946191787719727,0.0,156,156.0,67,1454,integer optimal solution
90_0.5_2-3,0.7017688751220703,0.0,202,202.0,0,1997,integer optimal solution
90_0.5_2-4,0.48215293884277344,0.0,197,197.0,0,1419,integer optimal solution
90_0.5_4-0,0.898745059967041,0.0,164,164.0,1928,19100,integer optimal solution
90_0.5_4-1,0.2175889015197754,0.0,129,129.0,0,946,integer optimal solution
90_0.5_4-2,0.28290414810180664,0.0,215,215.0,0,1000,integer optimal solution
90_0.5_4-3,0.26459598541259766,0.0,120,120.0,0,970,integer optimal solution
90_0.5_4-4,0.2177579402923584,0.0,143,143.0,0,1184,integer optimal solution
90_0.5_8-0,0.5559959411621094,0.0,177,177.0,0,1630,integer optimal solution
90_0.5_8-1,0.5095310211181641,0.0,162,162.0,1525,11394,integer optimal solution
90_0.5_8-2,0.18048381805419922,0.0,169,169.0,0,861,integer optimal solution
90_0.5_8-3,0.21564793586730957,0.0,158,158.0,0,836,integer optimal solution
90_0.5_8-4,0.24730896949768066,0.0,190,190.0,0,809,integer optimal solution
90_0.75_2-0,0.3220939636230469,0.0,93,93.0,0,1204,integer optimal solution
90_0.75_2-1,0.27743101119995117,0.0,114,114.0,0,1571,integer optimal solution
90_0.75_2-2,0.5624279975891113,0.0,100,100.0,0,1704,integer optimal solution
90_0.75_2-3,1.3471980094909668,0.0,91,91.0,3809,31699,integer optimal solution
90_0.75_2-4,0.34089112281799316,0.0,93,93.0,0,1661,integer optimal solution
90_0.75_4-0,1701.8392181396484,0.0,102,102.0,3386384,30252610,integer optimal solution
90_0.75_4-1,0.35777807235717773,0.0,84,84.0,0,1550,integer optimal solution
90_0.75_4-2,0.7088699340820312,0.0,102,102.0,1966,16229,integer optimal solution
90_0.75_4-3,0.39227890968322754,0.0,103,103.0,0,1642,integer optimal solution
90_0.75_4-4,0.33920812606811523,0.0,133,133.0,0,1440,integer optimal solution
90_0.75_8-0,0.7270870208740234,0.0,105,105.0,17,2199,integer optimal solution
90_0.75_8-1,0.5105130672454834,0.0,106,106.0,0,1229,integer optimal solution
90_0.75_8-2,0.3152790069580078,0.0,126,126.0,0,1259,integer optimal solution
90_0.75_8-3,0.3512229919433594,0.0,103,103.0,0,1473,integer optimal solution
90_0.75_8-4,0.29500699043273926,0.0,84,84.0,0,1298,integer optimal solution
120_0.25_2-0,0.231781005859375,0.0,312,312.0,0,999,integer optimal solution
120_0.25_2-1,0.43677401542663574,0.0,375,375.0,78,2220,integer optimal solution
120_0.25_2-2,0.24669289588928223,0.0,356,356.0,0,1037,integer optimal solution
120_0.25_2-3,0.7935080528259277,0.0,410,410.0,2688,25647,integer optimal solution
120_0.25_2-4,1.511573076248169,0.0,436,436.0000000000009,3850,45881,integer optimal solution
120_0.25_4-0,0.9896111488342285,0.0,340,340.0,3952,38189,integer optimal solution
120_0.25_4-1,0.5042660236358643,0.0,432,432.0,0,1677,integer optimal solution
120_0.25_4-2,0.30822110176086426,0.0,392,392.0,0,1075,integer optimal solution
120_0.25_4-3,0.23618006706237793,0.0,312,312.0,0,953,integer optimal solution
120_0.25_4-4,0.19233393669128418,0.0,349,349.0,0,977,integer optimal solution
120_0.25_8-0,1.5561590194702148,0.0,401,401.0,10756,80367,integer optimal solution
120_0.25_8-1,0.4080829620361328,0.0,399,399.0,0,1079,integer optimal solution
120_0.25_8-2,0.2163710594177246,0.0,498,498.0,0,1016,integer optimal solution
120_0.25_8-3,0.5322489738464355,0.0,338,338.0,822,9380,integer optimal solution
120_0.25_8-4,0.17598795890808105,0.0,458,458.0,0,1155,integer optimal solution
120_0.5_2-0,0.42503881454467773,0.0,118,118.0,0,2135,integer optimal solution
120_0.5_2-1,1.1256928443908691,0.0,128,128.0,5121,32937,integer optimal solution
120_0.5_2-2,1.039592981338501,0.0,160,160.0,0,2404,integer optimal solution
120_0.5_2-3,0.38774704933166504,0.0,179,179.0,0,1827,integer optimal solution
120_0.5_2-4,0.8184561729431152,0.0,189,189.0,0,2422,integer optimal solution
120_0.5_4-0,0.38326406478881836,0.0,191,191.0,0,1743,integer optimal solution
120_0.5_4-1,2.2330870628356934,0.0,173,173.0,4379,44805,integer optimal solution
120_0.5_4-2,3.027230978012085,0.0,178,178.0,19825,120603,integer optimal solution
120_0.5_4-3,0.42833399772644043,0.0,153,153.0,0,2045,integer optimal solution
120_0.5_4-4,0.40234994888305664,0.0,168,168.0,0,1789,integer optimal solution
120_0.5_8-0,0.29505300521850586,0.0,150,150.0,0,1633,integer optimal solution
120_0.5_8-1,111.26753187179565,0.0,172,172.0,659309,5045525,integer optimal solution
120_0.5_8-2,0.7969920635223389,0.0,173,173.0,0,1970,integer optimal solution
120_0.5_8-3,0.9183909893035889,0.0,155,155.0,342,5610,integer optimal solution
120_0.5_8-4,0.6874399185180664,0.0,188,188.0,0,1734,integer optimal solution
120_0.75_2-0,2.1708908081054688,0.0,124,124.0,11303,65670,integer optimal solution
120_0.75_2-1,4.576987028121948,0.0,118,118.0,24055,211259,integer optimal solution
120_0.75_2-2,0.7020587921142578,0.0,107,107.0,0,2949,integer optimal solution
120_0.75_2-3,1.5972998142242432,0.0,89,89.0,391,5997,integer optimal solution
120_0.75_2-4,0.48055410385131836,0.0,102,102.0,0,2459,integer optimal solution
120_0.75_4-0,7201.568349123001,2.3191094619668973,84,82.05194805194549,19769152,122200999,time limit exceeded
120_0.75_4-1,0.6129179000854492,0.0,87,87.0,0,2918,integer optimal solution
120_0.75_4-2,0.6265749931335449,0.0,78,78.0,0,2646,integer optimal solution
120_0.75_4-3,0.6442821025848389,0.0,84,84.0,0,2888,integer optimal solution
120_0.75_4-4,0.6466209888458252,0.0,98,98.0,0,2962,integer optimal solution
120_0.75_8-0,1.6225569248199463,0.0,127,127.0,2156,17698,integer optimal solution
120_0.75_8-1,0.40169501304626465,0.0,102,102.0,0,2346,integer optimal solution
120_0.75_8-2,0.7813799381256104,0.0,117,117.0,0,1996,integer optimal solution
120_0.75_8-3,0.620603084564209,0.0,86,86.0,0,1963,integer optimal solution
120_0.75_8-4,0.545741081237793,0.0,154,154.0,0,2284,integer optimal solution
150_0.25_2-0,0.3213918209075928,0.0,482,482.0,0,1725,integer optimal solution
150_0.25_2-1,0.32677698135375977,0.0,389,389.0,0,1880,integer optimal solution
150_0.25_2-2,1.9042019844055176,0.0,318,318.0,6362,54433,integer optimal solution
150_0.25_2-3,5.362720012664795,0.0,423,423.0,8262,124563,integer optimal solution
150_0.25_2-4,0.49193596839904785,0.0,412,412.0,0,1502,integer optimal solution
150_0.25_4-0,0.6797628402709961,0.0,396,396.0,0,1865,integer optimal solution
150_0.25_4-1,7201.5389750003815,0.9110881364690909,318,315.1027397260274,5765590,75624484,time limit exceeded
150_0.25_4-2,0.3183150291442871,0.0,356,356.0,0,1578,integer optimal solution
150_0.25_4-3,0.7748050689697266,0.0,342,342.0,0,2586,integer optimal solution
150_0.25_4-4,0.8787541389465332,0.0,370,370.0,0,2114,integer optimal solution
150_0.25_8-0,5.003606081008911,0.0,369,369.0,18273,162403,integer optimal solution
150_0.25_8-1,2.1262319087982178,0.0,288,288.0,7237,75444,integer optimal solution
150_0.25_8-2,0.27292418479919434,0.0,440,440.0,0,1384,integer optimal solution
150_0.25_8-3,0.3210639953613281,0.0,384,384.0,0,1513,integer optimal solution
150_0.25_8-4,0.7804539203643799,0.0,402,402.0,57,2180,integer optimal solution
150_0.5_2-0,6.366581916809082,0.0,193,193.0,11403,97606,integer optimal solution
150_0.5_2-1,1.1045200824737549,0.0,135,135.0,0,3261,integer optimal solution
150_0.5_2-2,0.7652270793914795,0.0,153,153.0,0,3092,integer optimal solution
150_0.5_2-3,2.358034133911133,0.0,167,167.0,0,4755,integer optimal solution
150_0.5_2-4,1.7103478908538818,0.0,159,159.0,1236,10921,integer optimal solution
150_0.5_4-0,1.5329399108886719,0.0,176,176.0,0,3611,integer optimal solution
150_0.5_4-1,0.8353190422058105,0.0,193,193.0,0,2949,integer optimal solution
150_0.5_4-2,0.7070009708404541,0.0,181,181.0,0,2912,integer optimal solution
150_0.5_4-3,1.0305538177490234,0.0,172,172.0,0,2836,integer optimal solution
150_0.5_4-4,1.689375877380371,0.0,167,167.0,3723,20159,integer optimal solution
150_0.5_8-0,0.4373941421508789,0.0,158,158.0,0,2343,integer optimal solution
150_0.5_8-1,3.385370969772339,0.0,151,151.0,7813,71061,integer optimal solution
150_0.5_8-2,1.2927501201629639,0.0,215,215.0,103,3729,integer optimal solution
150_0.5_8-3,1.090635061264038,0.0,136,136.0,0,2646,integer optimal solution
150_0.5_8-4,0.619035005569458,0.0,156,156.0,0,2546,integer optimal solution
150_0.75_2-0,2.8370251655578613,0.0,90,90.0,0,3987,integer optimal solution
150_0.75_2-1,1.0480480194091797,0.0,113,113.0,0,4433,integer optimal solution
150_0.75_2-2,0.977226972579956,0.0,86,86.0,0,4196,integer optimal solution
150_0.75_2-3,45.337454080581665,0.0,104,104.0,401784,2646720,integer optimal solution
150_0.75_2-4,2.480611801147461,0.0,80,80.0,0,4035,integer optimal solution
150_0.75_4-0,1.847994089126587,0.0,81,81.0,0,3899,integer optimal solution
150_0.75_4-1,2.3006398677825928,0.0,105,105.0,0,4027,integer optimal solution
150_0.75_4-2,1.0527939796447754,0.0,85,85.0,0,3949,integer optimal solution
150_0.75_4-3,1.1605489253997803,0.0,76,76.0,0,3275,integer optimal solution
150_0.75_4-4,1.0001318454742432,0.0,131,131.0,0,4259,integer optimal solution
150_0.75_8-0,37.97728896141052,0.0,60,60.0,580339,4159277,integer optimal solution
150_0.75_8-1,2.8760550022125244,0.0,73,73.0,21,4746,integer optimal solution
150_0.75_8-2,2.12227201461792,0.0,80,80.0,67,3756,integer optimal solution
150_0.75_8-3,342.66304898262024,0.0,107,107.0,4831103,22547924,integer optimal solution
150_0.75_8-4,0.9645419120788574,0.0,79,79.0,0,3460,integer optimal solution
