,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
120_0.25_2-0,0.21709609031677246,0.0,1092,1092.0,0,1084,integer optimal solution
120_0.25_2-1,1.1742639541625977,0.0,905,905.0,1665,23312,integer optimal solution
120_0.25_2-2,0.17283201217651367,0.0,1034,1034.0,0,1384,integer optimal solution
120_0.25_2-3,0.4234640598297119,0.0,1102,1102.0,0,1603,integer optimal solution
120_0.25_2-4,1.5004591941833496,0.0,935,935.0,5480,61470,integer optimal solution
120_0.25_4-0,0.4108459949493408,0.0,1015,1015.0,0,1173,integer optimal solution
120_0.25_4-1,0.6448440551757812,0.0,1157,1157.0,0,1536,integer optimal solution
120_0.25_4-2,0.5084209442138672,0.0,1054,1054.0,0,2062,integer optimal solution
120_0.25_4-3,1.5377709865570068,0.0,1095,1095.0,1514,30545,integer optimal solution
120_0.25_4-4,5.6277220249176025,0.0,948,948.0,10904,121618,integer optimal solution
120_0.25_8-0,0.23828387260437012,0.0,1062,1062.0,0,1586,integer optimal solution
120_0.25_8-1,0.9859409332275391,0.0,919,919.0,528,8009,integer optimal solution
120_0.25_8-2,13.320685148239136,0.0,1017,1017.0,23425,380089,integer optimal solution
120_0.25_8-3,1.6070518493652344,0.0,1016,1016.0,1229,24917,integer optimal solution
120_0.25_8-4,0.14322519302368164,0.0,858,858.0,0,1192,integer optimal solution
120_0.5_2-0,0.8406291007995605,0.0,520,520.0,0,1793,integer optimal solution
120_0.5_2-1,0.3335709571838379,0.0,600,600.0,0,2078,integer optimal solution
120_0.5_2-2,0.4967799186706543,0.0,630,630.0,0,1797,integer optimal solution
120_0.5_2-3,0.8149580955505371,0.0,661,661.0,0,2244,integer optimal solution
120_0.5_2-4,0.3390161991119385,0.0,604,604.0,0,1969,integer optimal solution
120_0.5_4-0,1.5096321105957031,0.0,597,597.0,3451,37834,integer optimal solution
120_0.5_4-1,1.4797680377960205,0.0,601,601.0,275,7875,integer optimal solution
120_0.5_4-2,0.5790579319000244,0.0,550,550.0,0,1676,integer optimal solution
120_0.5_4-3,0.44144201278686523,0.0,602,602.0,0,1920,integer optimal solution
120_0.5_4-4,0.7985539436340332,0.0,583,583.0,0,2001,integer optimal solution
120_0.5_8-0,0.6882069110870361,0.0,644,644.0,0,1679,integer optimal solution
120_0.5_8-1,3.820833206176758,0.0,570,570.0,3171,54065,integer optimal solution
120_0.5_8-2,0.6253550052642822,0.0,610,610.0,0,1944,integer optimal solution
120_0.5_8-3,0.3620719909667969,0.0,491,491.0,0,1824,integer optimal solution
120_0.5_8-4,0.2495720386505127,0.0,665,665.0,0,1661,integer optimal solution
120_0.75_2-0,0.6815929412841797,0.0,398,398.0,0,2708,integer optimal solution
120_0.75_2-1,1.216184139251709,0.0,491,491.0,0,3354,integer optimal solution
120_0.75_2-2,1.6004629135131836,0.0,398,398.0,1576,13052,integer optimal solution
120_0.75_2-3,1.81101393699646,0.0,448,448.0,27,4380,integer optimal solution
120_0.75_2-4,0.7002871036529541,0.0,362,362.0,0,2572,integer optimal solution
120_0.75_4-0,1.5734999179840088,0.0,441,441.0,397,6840,integer optimal solution
120_0.75_4-1,1.5071439743041992,0.0,455,455.0,0,3019,integer optimal solution
120_0.75_4-2,1.6682078838348389,0.0,369,369.0,154,5581,integer optimal solution
120_0.75_4-3,1.0531799793243408,0.0,432,432.0,0,2964,integer optimal solution
120_0.75_4-4,1.1598548889160156,0.0,427,427.0,0,2751,integer optimal solution
120_0.75_8-0,2.702934980392456,0.0,441,441.0,0,3770,integer optimal solution
120_0.75_8-1,0.7736718654632568,0.0,333,333.0,0,2470,integer optimal solution
120_0.75_8-2,0.7715699672698975,0.0,380,380.0,0,2207,integer optimal solution
120_0.75_8-3,0.3581099510192871,0.0,312,312.0,0,2101,integer optimal solution
120_0.75_8-4,1.5824639797210693,0.0,426,426.0,0,2813,integer optimal solution
150_0.25_2-0,0.979485034942627,0.0,1214,1214.0,0,2226,integer optimal solution
150_0.25_2-1,0.3732490539550781,0.0,1013,1013.0,0,1643,integer optimal solution
150_0.25_2-2,52.04751014709473,0.0,1101,1101.0,61916,1035955,integer optimal solution
150_0.25_2-3,1.734424114227295,0.0,985,985.0,3353,38721,integer optimal solution
150_0.25_2-4,0.6373920440673828,0.0,1095,1095.0,0,1913,integer optimal solution
150_0.25_4-0,0.38292908668518066,0.0,1215,1215.0,0,1723,integer optimal solution
150_0.25_4-1,2.7802059650421143,0.0,1122,1122.0,6486,66273,integer optimal solution
150_0.25_4-2,2.7394449710845947,0.0,1079,1079.0,5109,78334,integer optimal solution
150_0.25_4-3,0.9560000896453857,0.0,1130,1130.0,0,3165,integer optimal solution
150_0.25_4-4,1.0414810180664062,0.0,1161,1161.0,1635,18307,integer optimal solution
150_0.25_8-0,1.513159990310669,0.0,1147,1147.0,2142,25821,integer optimal solution
150_0.25_8-1,0.38326001167297363,0.0,1273,1273.0,0,1816,integer optimal solution
150_0.25_8-2,0.30708789825439453,0.0,1064,1064.0,0,1931,integer optimal solution
150_0.25_8-3,8.335124015808105,0.0,1033,1033.0,21720,221837,integer optimal solution
150_0.25_8-4,0.7481100559234619,0.0,1082,1082.0,0,2013,integer optimal solution
150_0.5_2-0,0.6586050987243652,0.0,641,641.0,0,2701,integer optimal solution
150_0.5_2-1,0.8177509307861328,0.0,514,514.0,0,3286,integer optimal solution
150_0.5_2-2,1.418321132659912,0.0,597,597.0,0,3294,integer optimal solution
150_0.5_2-3,0.9079859256744385,0.0,655,655.0,0,3023,integer optimal solution
150_0.5_2-4,1.4775500297546387,0.0,546,546.0,0,2791,integer optimal solution
150_0.5_4-0,1.4516119956970215,0.0,625,625.0,360,8573,integer optimal solution
150_0.5_4-1,0.6872189044952393,0.0,474,474.0,0,3115,integer optimal solution
150_0.5_4-2,1.639920949935913,0.0,577,577.0,610,8094,integer optimal solution
150_0.5_4-3,9.427073001861572,0.0,653,653.0,3425,57023,integer optimal solution
150_0.5_4-4,1.5586321353912354,0.0,609,609.0,470,6857,integer optimal solution
150_0.5_8-0,0.6634879112243652,0.0,623,623.0,0,2520,integer optimal solution
150_0.5_8-1,1.4534611701965332,0.0,569,569.0,0,3278,integer optimal solution
150_0.5_8-2,7200.034486055374,0.31298904538757916,639,636.999999999973,3390359,59178861,time limit exceeded
150_0.5_8-3,0.7214219570159912,0.0,674,674.0,0,2611,integer optimal solution
150_0.5_8-4,32.274198055267334,0.0,464,464.0,183622,1694723,integer optimal solution
150_0.75_2-0,2.546797037124634,0.0,424,424.0,0,3756,integer optimal solution
150_0.75_2-1,5.317142963409424,0.0,346,346.0,18667,148235,integer optimal solution
150_0.75_2-2,1.2166759967803955,0.0,421,421.0,0,4436,integer optimal solution
150_0.75_2-3,0.7504298686981201,0.0,374,374.0,0,3165,integer optimal solution
150_0.75_2-4,1.1025960445404053,0.0,383,383.0,0,4223,integer optimal solution
150_0.75_4-0,1.3741188049316406,0.0,346,346.0,0,3661,integer optimal solution
150_0.75_4-1,1.7793209552764893,0.0,427,427.0,0,4118,integer optimal solution
150_0.75_4-2,1.9832019805908203,0.0,344,344.0,0,3535,integer optimal solution
150_0.75_4-3,0.881951093673706,0.0,373,373.0,0,3317,integer optimal solution
150_0.75_4-4,0.7457149028778076,0.0,385,385.0,0,4175,integer optimal solution
150_0.75_8-0,1.8808798789978027,0.0,470,470.0,0,3712,integer optimal solution
150_0.75_8-1,1.1075639724731445,0.0,304,304.0,0,3634,integer optimal solution
150_0.75_8-2,0.8890969753265381,0.0,431,431.0,0,3782,integer optimal solution
150_0.75_8-3,1.4799909591674805,0.0,479,479.0,0,4090,integer optimal solution
150_0.75_8-4,1.0388801097869873,0.0,398,398.0,0,3382,integer optimal solution
