,time,gap,best_int_solution,best_upper_bound,number_nodes,number_iterat,status
30_0.75_8-4,0.02641892433166504,0.0,243,243.0,0,92,integer optimal solution
60_0.25_2-0,0.13091492652893066,0.0,608,608.0,0,749,integer optimal solution
60_0.25_2-1,0.046111106872558594,0.0,437,437.0,0,304,integer optimal solution
60_0.25_2-2,0.04724884033203125,0.0,542,542.0,0,676,integer optimal solution
60_0.25_2-3,0.17235612869262695,0.0,559,559.0,0,689,integer optimal solution
60_0.25_2-4,0.2977919578552246,0.0,550,550.0,1753,11214,integer optimal solution
60_0.25_4-0,0.08561491966247559,0.0,672,672.0,0,270,integer optimal solution
60_0.25_4-1,0.03867602348327637,0.0,609,609.0,0,205,integer optimal solution
60_0.25_4-2,0.3386108875274658,0.0,612,612.0,460,4698,integer optimal solution
60_0.25_4-3,0.16033601760864258,0.0,666,666.0,0,382,integer optimal solution
60_0.25_4-4,0.03789997100830078,0.0,525,525.0,0,208,integer optimal solution
60_0.25_8-0,0.08492898941040039,0.0,584,584.0,0,188,integer optimal solution
60_0.25_8-1,0.0753331184387207,0.0,584,584.0,0,225,integer optimal solution
60_0.25_8-2,0.03857994079589844,0.0,662,662.0,0,136,integer optimal solution
60_0.25_8-3,0.1238551139831543,0.0,535,535.0,0,273,integer optimal solution
60_0.25_8-4,0.03467917442321777,0.0,555,555.0,0,158,integer optimal solution
60_0.5_2-0,0.09598183631896973,0.0,268,268.0,0,410,integer optimal solution
60_0.5_2-1,0.16492319107055664,0.0,314,314.0,0,437,integer optimal solution
60_0.5_2-2,0.3851630687713623,0.0,320,320.0,1327,8160,integer optimal solution
60_0.5_2-3,0.08910512924194336,0.0,382,382.0,0,448,integer optimal solution
60_0.5_2-4,0.11036396026611328,0.0,329,329.0,0,433,integer optimal solution
60_0.5_4-0,0.06110882759094238,0.0,292,292.0,0,372,integer optimal solution
60_0.5_4-1,0.07712197303771973,0.0,374,374.0,0,422,integer optimal solution
60_0.5_4-2,0.10685205459594727,0.0,424,424.0,0,404,integer optimal solution
60_0.5_4-3,0.07071495056152344,0.0,322,322.0,0,418,integer optimal solution
60_0.5_4-4,0.07485079765319824,0.0,286,286.0,0,432,integer optimal solution
60_0.5_8-0,0.22864198684692383,0.0,310,310.0,0,417,integer optimal solution
60_0.5_8-1,0.2689218521118164,0.0,376,376.0,1114,10446,integer optimal solution
60_0.5_8-2,0.12016510963439941,0.0,380,380.0,0,251,integer optimal solution
60_0.5_8-3,0.08136105537414551,0.0,304,304.0,0,222,integer optimal solution
60_0.5_8-4,0.1354830265045166,0.0,318,318.0,0,256,integer optimal solution
60_0.75_2-0,0.3855290412902832,0.0,231,231.0,507,4514,integer optimal solution
60_0.75_2-1,0.33486223220825195,0.0,238,238.0,0,650,integer optimal solution
60_0.75_2-2,0.384829044342041,0.0,187,187.0,0,981,integer optimal solution
60_0.75_2-3,0.3026289939880371,0.0,223,223.0,0,761,integer optimal solution
60_0.75_2-4,0.29030609130859375,0.0,203,203.0,0,916,integer optimal solution
60_0.75_4-0,0.1746959686279297,0.0,317,317.0,0,388,integer optimal solution
60_0.75_4-1,0.5457539558410645,0.0,272,272.0,4153,28493,integer optimal solution
60_0.75_4-2,0.25650691986083984,0.0,227,227.0,0,633,integer optimal solution
60_0.75_4-3,0.17267608642578125,0.0,248,248.0,0,362,integer optimal solution
60_0.75_4-4,0.12952804565429688,0.0,239,239.0,0,487,integer optimal solution
60_0.75_8-0,0.20073890686035156,0.0,259,259.0,0,411,integer optimal solution
60_0.75_8-1,0.16331791877746582,0.0,231,231.0,0,314,integer optimal solution
60_0.75_8-2,0.14203214645385742,0.0,186,186.0,0,391,integer optimal solution
60_0.75_8-3,0.11646294593811035,0.0,217,217.0,0,379,integer optimal solution
60_0.75_8-4,0.19214701652526855,0.0,201,201.0,0,348,integer optimal solution
90_0.25_2-0,0.7072429656982422,0.0,582,582.0,2491,18745,integer optimal solution
90_0.25_2-1,0.32178187370300293,0.0,708,708.0,269,3001,integer optimal solution
90_0.25_2-2,0.09898614883422852,0.0,622,622.0,0,656,integer optimal solution
90_0.25_2-3,0.09078502655029297,0.0,573,573.0,0,653,integer optimal solution
90_0.25_2-4,0.10635900497436523,0.0,622,622.0,0,847,integer optimal solution
90_0.25_4-0,0.1652839183807373,0.0,641,641.0,0,605,integer optimal solution
90_0.25_4-1,0.19589018821716309,0.0,591,591.0,0,706,integer optimal solution
90_0.25_4-2,0.1013948917388916,0.0,590,590.0,0,462,integer optimal solution
90_0.25_4-3,0.09029102325439453,0.0,552,552.0,0,526,integer optimal solution
90_0.25_4-4,0.14900898933410645,0.0,675,675.0,0,432,integer optimal solution
90_0.25_8-0,0.38668298721313477,0.0,647,647.0,451,3890,integer optimal solution
90_0.25_8-1,0.1656181812286377,0.0,660,660.0,0,433,integer optimal solution
90_0.25_8-2,0.22617602348327637,0.0,638,638.0,0,679,integer optimal solution
90_0.25_8-3,0.08403491973876953,0.0,680,680.0,0,274,integer optimal solution
90_0.25_8-4,0.09289002418518066,0.0,575,575.0,0,259,integer optimal solution
90_0.5_2-0,1.0616340637207031,0.0,350,350.0,5214,42570,integer optimal solution
90_0.5_2-1,0.25032496452331543,0.0,340,340.0,0,1125,integer optimal solution
90_0.5_2-2,1.6922030448913574,0.0,273,273.0,12487,101611,integer optimal solution
90_0.5_2-3,0.22712206840515137,0.0,368,368.0,0,1073,integer optimal solution
90_0.5_2-4,0.3969001770019531,0.0,363,363.0,216,2982,integer optimal solution
90_0.5_4-0,0.1967630386352539,0.0,349,349.0,0,748,integer optimal solution
90_0.5_4-1,0.19528985023498535,0.0,354,354.0,0,808,integer optimal solution
90_0.5_4-2,4.576527833938599,0.0,367,367.0,21689,181986,integer optimal solution
90_0.5_4-3,0.16714882850646973,0.0,318,318.0,0,702,integer optimal solution
90_0.5_4-4,0.27359986305236816,0.0,299,299.0,0,649,integer optimal solution
90_0.5_8-0,0.39701390266418457,0.0,261,261.0,356,3065,integer optimal solution
90_0.5_8-1,0.19133996963500977,0.0,317,317.0,0,416,integer optimal solution
90_0.5_8-2,0.18361210823059082,0.0,308,308.0,0,550,integer optimal solution
90_0.5_8-3,0.6120510101318359,0.0,348,348.0,554,5579,integer optimal solution
90_0.5_8-4,0.36313414573669434,0.0,333,333.0,0,559,integer optimal solution
90_0.75_2-0,0.21447014808654785,0.0,217,217.0,0,1187,integer optimal solution
90_0.75_2-1,0.3304769992828369,0.0,204,204.0,0,1489,integer optimal solution
90_0.75_2-2,0.2678182125091553,0.0,255,255.0,0,1562,integer optimal solution
90_0.75_2-3,0.9104759693145752,0.0,210,210.0,0,1822,integer optimal solution
90_0.75_2-4,0.32573604583740234,0.0,194,194.0,0,1589,integer optimal solution
90_0.75_4-0,4.686091899871826,0.0,226,226.0,50048,309731,integer optimal solution
90_0.75_4-1,14.24405813217163,0.0,186,186.0,103617,875287,integer optimal solution
90_0.75_4-2,0.5294668674468994,0.0,165,165.0,0,1145,integer optimal solution
90_0.75_4-3,0.5784900188446045,0.0,182,182.0,37,1370,integer optimal solution
90_0.75_4-4,0.5686638355255127,0.0,205,205.0,0,908,integer optimal solution
90_0.75_8-0,0.19553709030151367,0.0,246,246.0,0,552,integer optimal solution
90_0.75_8-1,0.1970069408416748,0.0,230,230.0,0,507,integer optimal solution
90_0.75_8-2,0.2672441005706787,0.0,178,178.0,0,842,integer optimal solution
90_0.75_8-3,0.19247913360595703,0.0,177,177.0,0,516,integer optimal solution
90_0.75_8-4,0.5551190376281738,0.0,166,166.0,175,2044,integer optimal solution
120_0.25_2-0,0.4017221927642822,0.0,656,656.0,25,1285,integer optimal solution
120_0.25_2-1,0.8411941528320312,0.0,777,777.0,2363,20328,integer optimal solution
120_0.25_2-2,0.24994516372680664,0.0,762,762.0,0,916,integer optimal solution
120_0.25_2-3,0.16165685653686523,0.0,666,666.0,0,1089,integer optimal solution
120_0.25_2-4,0.44053006172180176,0.0,717,717.0,19,1512,integer optimal solution
120_0.25_4-0,0.2287299633026123,0.0,631,631.0,0,1006,integer optimal solution
120_0.25_4-1,1.5082261562347412,0.0,628,628.0,1495,15898,integer optimal solution
120_0.25_4-2,1.032217025756836,0.0,627,627.0,4261,31628,integer optimal solution
120_0.25_4-3,0.62345290184021,0.0,806,806.0,4,1408,integer optimal solution
120_0.25_4-4,0.21802115440368652,0.0,656,656.0,0,1033,integer optimal solution
120_0.25_8-0,0.41699695587158203,0.0,634,634.0,0,602,integer optimal solution
120_0.25_8-1,0.1340339183807373,0.0,758,758.0,0,406,integer optimal solution
120_0.25_8-2,0.21087193489074707,0.0,647,647.0,0,456,integer optimal solution
120_0.25_8-3,0.4557459354400635,0.0,733,733.0,383,4545,integer optimal solution
120_0.25_8-4,0.4247119426727295,0.0,683,683.0,0,789,integer optimal solution
120_0.5_2-0,0.9835231304168701,0.0,332,332.0,63,2400,integer optimal solution
120_0.5_2-1,0.856389045715332,0.0,363,363.0,0,2172,integer optimal solution
120_0.5_2-2,0.7858231067657471,0.0,317,317.0,0,1798,integer optimal solution
120_0.5_2-3,0.774730920791626,0.0,314,314.0,0,1962,integer optimal solution
120_0.5_2-4,0.4330909252166748,0.0,325,325.0,0,1824,integer optimal solution
120_0.5_4-0,1.2909629344940186,0.0,332,332.0,2402,24814,integer optimal solution
120_0.5_4-1,0.6290750503540039,0.0,299,299.0,494,4367,integer optimal solution
120_0.5_4-2,0.28975987434387207,0.0,327,327.0,0,1012,integer optimal solution
120_0.5_4-3,0.6637179851531982,0.0,373,373.0,0,1611,integer optimal solution
120_0.5_4-4,0.2766900062561035,0.0,388,388.0,0,1182,integer optimal solution
120_0.5_8-0,0.28670787811279297,0.0,368,368.0,0,782,integer optimal solution
120_0.5_8-1,0.37401795387268066,0.0,283,283.0,0,727,integer optimal solution
120_0.5_8-2,0.5785720348358154,0.0,282,282.0,0,771,integer optimal solution
120_0.5_8-3,0.3341219425201416,0.0,336,336.0,0,774,integer optimal solution
120_0.5_8-4,1.8733060359954834,0.0,305,305.0,9160,78084,integer optimal solution
120_0.75_2-0,0.5886321067810059,0.0,186,186.0,0,2558,integer optimal solution
120_0.75_2-1,29.114933967590332,0.0,168,168.0,145365,1088674,integer optimal solution
120_0.75_2-2,0.4098680019378662,0.0,189,189.0,0,2461,integer optimal solution
120_0.75_2-3,0.6965610980987549,0.0,188,188.0,0,2918,integer optimal solution
120_0.75_2-4,0.610893964767456,0.0,189,189.0,0,2643,integer optimal solution
120_0.75_4-0,1.523036003112793,0.0,199,199.0,506,5104,integer optimal solution
120_0.75_4-1,22.25105094909668,0.0,156,156.0,161697,1235222,integer optimal solution
120_0.75_4-2,0.6146719455718994,0.0,192,192.0,0,1681,integer optimal solution
120_0.75_4-3,1.1236450672149658,0.0,190,190.0,72,2106,integer optimal solution
120_0.75_4-4,1.5873229503631592,0.0,206,206.0,1861,15396,integer optimal solution
120_0.75_8-0,0.944612979888916,0.0,194,194.0,0,890,integer optimal solution
120_0.75_8-1,12.466876983642578,0.0,217,217.0,113504,840871,integer optimal solution
120_0.75_8-2,0.6332058906555176,0.0,150,150.0,0,823,integer optimal solution
120_0.75_8-3,0.6670379638671875,0.0,198,198.0,0,799,integer optimal solution
120_0.75_8-4,4.057881116867065,0.0,152,152.0,13326,139828,integer optimal solution
150_0.25_2-0,0.39666008949279785,0.0,601,601.0,0,1474,integer optimal solution
150_0.25_2-1,0.2469639778137207,0.0,682,682.0,0,1541,integer optimal solution
150_0.25_2-2,0.4072749614715576,0.0,637,637.0,0,1611,integer optimal solution
150_0.25_2-3,0.26177000999450684,0.0,602,602.0,0,1489,integer optimal solution
150_0.25_2-4,0.3234670162200928,0.0,613,613.0,0,1539,integer optimal solution
150_0.25_4-0,0.2547299861907959,0.0,637,637.0,0,977,integer optimal solution
150_0.25_4-1,0.38427114486694336,0.0,629,629.0,0,1254,integer optimal solution
150_0.25_4-2,0.23471999168395996,0.0,553,553.0,0,1067,integer optimal solution
150_0.25_4-3,2.041595935821533,0.0,710,710.0,2404,27272,integer optimal solution
150_0.25_4-4,0.5521049499511719,0.0,785,785.0,0,1108,integer optimal solution
150_0.25_8-0,0.5070440769195557,0.0,616,616.0,65,1718,integer optimal solution
150_0.25_8-1,0.9727718830108643,0.0,532,532.0,0,1237,integer optimal solution
150_0.25_8-2,0.4668149948120117,0.0,616,616.0,0,895,integer optimal solution
150_0.25_8-3,0.4689369201660156,0.0,643,643.0,0,838,integer optimal solution
150_0.25_8-4,7204.659780025482,1.3035433953815698,728,718.5102040816325,4092220,55670624,time limit exceeded
150_0.5_2-0,0.7861499786376953,0.0,284,284.0,0,2847,integer optimal solution
150_0.5_2-1,5866.386892080307,0.0,269,269.0,10651381,89572131,integer optimal solution
150_0.5_2-2,1.8367621898651123,0.0,234,234.0,1207,17421,integer optimal solution
150_0.5_2-3,10.188491106033325,0.0,243,243.0,89591,583764,integer optimal solution
150_0.5_2-4,595.8801310062408,0.0,341,341.0,1310769,11174810,integer optimal solution
150_0.5_4-0,16.968302011489868,0.0,340,340.0,86237,648268,integer optimal solution
150_0.5_4-1,0.455045223236084,0.0,278,278.0,0,1502,integer optimal solution
150_0.5_4-2,1.0805649757385254,0.0,323,323.0,0,1535,integer optimal solution
150_0.5_4-3,4.692689895629883,0.0,291,291.0,2731,27908,integer optimal solution
150_0.5_4-4,0.7540369033813477,0.0,302,302.0,0,1413,integer optimal solution
150_0.5_8-0,1.066849946975708,0.0,288,288.0,0,1157,integer optimal solution
150_0.5_8-1,3.1931591033935547,0.0,266,266.0,16621,76939,integer optimal solution
150_0.5_8-2,0.7482240200042725,0.0,309,309.0,0,969,integer optimal solution
150_0.5_8-3,83.45505690574646,0.0,307,307.0,333234,2801158,integer optimal solution
150_0.5_8-4,0.4074740409851074,0.0,289,289.0,0,1004,integer optimal solution
150_0.75_2-0,1.2913529872894287,0.0,179,179.0,0,4372,integer optimal solution
150_0.75_2-1,7203.154587984085,2.453987730078833,163,158.99999999996905,6715770,63315750,time limit exceeded
150_0.75_2-2,2.922719955444336,0.0,156,156.0,25,3989,integer optimal solution
150_0.75_2-3,1.3816311359405518,0.0,204,204.0,0,4481,integer optimal solution
150_0.75_2-4,1.0788538455963135,0.0,175,175.0,0,4077,integer optimal solution
150_0.75_4-0,0.7845540046691895,0.0,144,144.0,0,1846,integer optimal solution
150_0.75_4-1,3.8919479846954346,0.0,163,163.0,1639,18107,integer optimal solution
150_0.75_4-2,1.0935289859771729,0.0,153,153.0,0,2374,integer optimal solution
150_0.75_4-3,1.1523640155792236,0.0,175,175.0,0,2422,integer optimal solution
150_0.75_4-4,0.8775339126586914,0.0,164,164.0,0,2336,integer optimal solution
150_0.75_8-0,2.1562061309814453,0.0,164,164.0,1075,9815,integer optimal solution
150_0.75_8-1,0.9611079692840576,0.0,165,165.0,0,1154,integer optimal solution
150_0.75_8-2,1.913064956665039,0.0,155,155.0,0,1162,integer optimal solution
150_0.75_8-3,0.9594249725341797,0.0,172,172.0,0,1208,integer optimal solution
150_0.75_8-4,7201.654060840607,2.4044891050627024,162,158.10472764979602,8737779,70663358,time limit exceeded
